house,sale_id,lot_id,lot_number,raw_width,raw_height,purpose
kuenker,428,735948,1212,2000,1053,kuenker_wallclock
kuenker,428,735954,1218,2000,1060,kuenker_wallclock
kuenker,428,735960,1225,2000,1044,kuenker_wallclock
kuenker,428,735966,1231,2000,1060,kuenker_wallclock
kuenker,428,735972,1237,2000,1084,kuenker_wallclock
kuenker,428,735978,1243,2000,1064,kuenker_wallclock
kuenker,428,735983,1248,2000,1065,kuenker_wallclock
kuenker,428,735989,1254,2000,1056,kuenker_wallclock
kuenker,428,735995,1260,2000,780,kuenker_wallclock
kuenker,428,736001,1266,2000,688,kuenker_wallclock
kuenker,428,736007,1272,2000,1062,kuenker_wallclock
kuenker,428,736012,1277,2000,1088,kuenker_wallclock
kuenker,428,736018,1283,2000,1057,kuenker_wallclock
kuenker,428,736024,1289,1969,1362,kuenker_wallclock
kuenker,428,736030,1296,2000,1065,kuenker_wallclock
kuenker,428,736036,1302,2000,1059,kuenker_wallclock
kuenker,428,736041,1307,1320,739,kuenker_wallclock
kuenker,428,736047,1313,2000,1054,kuenker_wallclock
kuenker,428,736053,1319,2000,1058,kuenker_wallclock
kuenker,428,736059,1325,1981,1077,kuenker_wallclock
kuenker,428,736065,1331,2000,1063,kuenker_wallclock
kuenker,428,736070,1336,2000,868,kuenker_wallclock
kuenker,428,736076,1342,2000,1049,kuenker_wallclock
kuenker,428,736082,1348,2000,1030,kuenker_wallclock
kuenker,428,736088,1354,2000,1053,kuenker_wallclock
kuenker,428,736094,1360,2000,1064,kuenker_wallclock
kuenker,428,736099,1365,1876,1011,kuenker_wallclock
kuenker,428,736105,1371,2000,1058,kuenker_wallclock
kuenker,428,736111,1377,2000,1065,kuenker_wallclock
kuenker,428,736117,1383,2000,1040,kuenker_wallclock
kuenker,428,736123,1389,2000,1056,kuenker_wallclock
kuenker,428,736128,1394,2000,1054,kuenker_wallclock
kuenker,428,736134,1400,2000,1066,kuenker_wallclock
kuenker,428,736140,1406,2000,1042,kuenker_wallclock
kuenker,428,736146,1412,2000,1055,kuenker_wallclock
kuenker,428,736152,1418,2000,1057,kuenker_wallclock
kuenker,428,736157,1423,2000,1071,kuenker_wallclock
kuenker,428,736163,1429,2000,1077,kuenker_wallclock
kuenker,428,736169,1435,1849,1012,kuenker_wallclock
kuenker,428,736175,1441,1892,1033,kuenker_wallclock
kuenker,428,736181,1447,2000,1056,kuenker_wallclock
kuenker,428,736186,1452,2000,1064,kuenker_wallclock
kuenker,428,736192,1458,2000,1056,kuenker_wallclock
kuenker,428,736198,1464,2000,1064,kuenker_wallclock
kuenker,428,736204,1470,2000,1071,kuenker_wallclock
kuenker,428,736210,1476,2000,1070,kuenker_wallclock
kuenker,428,736216,1482,1899,1034,kuenker_wallclock
kuenker,428,736221,1487,2000,1067,kuenker_wallclock
kuenker,428,736227,1493,2000,1037,kuenker_wallclock
kuenker,428,736233,1499,2000,1057,kuenker_wallclock
