id,side,avg_bg,bg_type,corner_std,bg_path,counterfactual_ring_median,counterfactual_bg_type,error
755481,obv,32.12084929673214,dark,21.6698384857848,dark_fallback,86.0,dark,
755481,rev,32.145027151592586,dark,21.904921821362432,dark_fallback,86.0,dark,
755482,obv,31.043922651933702,dark,21.6698384857848,dark_fallback,86.0,dark,
755482,rev,31.373619238117985,dark,21.904921821362432,dark_fallback,86.0,dark,
755484,obv,31.127794167706796,dark,21.6698384857848,dark_fallback,86.0,dark,
755484,rev,29.023561429813398,dark,21.904921821362432,dark_fallback,86.0,dark,
755483,obv,29.856150257795235,dark,21.6698384857848,dark_fallback,86.0,dark,
755483,rev,28.811964321307553,dark,21.904921821362432,dark_fallback,86.0,dark,
755486,obv,31.057718483875473,dark,21.6698384857848,dark_fallback,86.0,dark,
755486,rev,31.840497651001577,dark,21.904921821362432,dark_fallback,86.0,dark,
755485,obv,31.2623842922408,dark,21.6698384857848,dark_fallback,86.0,dark,
755485,rev,30.925422096824757,dark,21.904921821362432,dark_fallback,86.0,dark,
755489,obv,33.98975029566455,dark,21.6698384857848,dark_fallback,86.0,dark,
755489,rev,33.24023245867821,dark,21.904921821362432,dark_fallback,86.0,dark,
755487,obv,28.708694623042998,dark,21.6698384857848,dark_fallback,86.0,dark,
755487,rev,30.258228215166014,dark,21.904921821362432,dark_fallback,86.0,dark,
755491,obv,31.22390509713667,dark,21.6698384857848,dark_fallback,86.0,dark,
755491,rev,30.696655112651648,dark,21.904921821362432,dark_fallback,86.0,dark,
755490,obv,31.20233918128655,dark,21.6698384857848,dark_fallback,86.0,dark,
755490,rev,30.3515398076819,dark,21.904921821362432,dark_fallback,86.0,dark,
755492,obv,30.626008947926756,dark,21.6698384857848,dark_fallback,86.0,dark,
755492,rev,29.774699391800095,dark,21.904921821362432,dark_fallback,86.0,dark,
755493,obv,27.480069425321886,dark,21.6698384857848,dark_fallback,86.0,dark,
755493,rev,27.65571161048689,dark,21.904921821362432,dark_fallback,86.0,dark,
755495,obv,30.531869585558262,dark,21.6698384857848,dark_fallback,86.0,dark,
755495,rev,30.42452874757878,dark,21.904921821362432,dark_fallback,86.0,dark,
755494,obv,28.034653613109274,dark,21.6698384857848,dark_fallback,86.0,dark,
755494,rev,27.568173943173942,dark,21.904921821362432,dark_fallback,86.0,dark,
755496,obv,30.8525316171854,dark,21.6698384857848,dark_fallback,86.0,dark,
755496,rev,30.248701104807406,dark,21.904921821362432,dark_fallback,86.0,dark,
755497,obv,32.46753697074204,dark,21.6698384857848,dark_fallback,86.0,dark,
755497,rev,32.0538800265869,dark,21.904921821362432,dark_fallback,86.0,dark,
755500,obv,30.247856696007684,dark,21.6698384857848,dark_fallback,86.0,dark,
755500,rev,27.73375373692078,dark,21.904921821362432,dark_fallback,86.0,dark,
755499,obv,31.72250864020001,dark,21.6698384857848,dark_fallback,86.0,dark,
755499,rev,30.02365572013741,dark,21.904921821362432,dark_fallback,86.0,dark,
755498,obv,32.28127731643357,dark,21.6698384857848,dark_fallback,86.0,dark,
755498,rev,30.839324074618194,dark,21.904921821362432,dark_fallback,86.0,dark,
755501,obv,30.231254846365324,dark,21.6698384857848,dark_fallback,86.0,dark,
755501,rev,29.71414501406277,dark,21.904921821362432,dark_fallback,86.0,dark,
755502,obv,30.957558437592034,dark,21.6698384857848,dark_fallback,86.0,dark,
755502,rev,30.008235214047506,dark,21.904921821362432,dark_fallback,86.0,dark,
755503,obv,31.261370702237816,dark,21.6698384857848,dark_fallback,86.0,dark,
755503,rev,29.720208874203447,dark,21.904921821362432,dark_fallback,86.0,dark,
755504,obv,32.220853585031485,dark,21.6698384857848,dark_fallback,86.0,dark,
755504,rev,31.113939978047277,dark,21.904921821362432,dark_fallback,86.0,dark,
755505,obv,30.898195245788138,dark,21.6698384857848,dark_fallback,86.0,dark,
755505,rev,31.12265279147347,dark,21.904921821362432,dark_fallback,86.0,dark,
755508,obv,29.504452045618955,dark,21.6698384857848,dark_fallback,86.0,dark,
755508,rev,30.196295507770916,dark,21.904921821362432,dark_fallback,86.0,dark,
755507,obv,29.814003730775088,dark,21.6698384857848,dark_fallback,86.0,dark,
755507,rev,30.968109339407746,dark,21.904921821362432,dark_fallback,86.0,dark,
755506,obv,30.990568421052632,dark,21.6698384857848,dark_fallback,86.0,dark,
755506,rev,30.795907677750744,dark,21.904921821362432,dark_fallback,86.0,dark,
755509,obv,33.90685456971314,dark,21.6698384857848,dark_fallback,86.0,dark,
755509,rev,33.43850129198967,dark,21.904921821362432,dark_fallback,86.0,dark,
755510,obv,33.00779597777402,dark,21.6698384857848,dark_fallback,86.0,dark,
755510,rev,31.34692285420152,dark,21.904921821362432,dark_fallback,86.0,dark,
755512,obv,31.734721371708513,dark,21.6698384857848,dark_fallback,86.0,dark,
755512,rev,30.988977826846995,dark,21.904921821362432,dark_fallback,86.0,dark,
755513,obv,32.72876946573811,dark,21.6698384857848,dark_fallback,86.0,dark,
755513,rev,33.35498036643252,dark,21.904921821362432,dark_fallback,86.0,dark,
755511,obv,30.63661298183178,dark,21.6698384857848,dark_fallback,86.0,dark,
755511,rev,30.667348303118487,dark,21.904921821362432,dark_fallback,86.0,dark,
755514,obv,30.083868879379768,dark,21.6698384857848,dark_fallback,86.0,dark,
755514,rev,31.61657751233446,dark,21.904921821362432,dark_fallback,86.0,dark,
755515,obv,29.297171767438,dark,21.6698384857848,dark_fallback,86.0,dark,
755515,rev,29.781461783505225,dark,21.904921821362432,dark_fallback,86.0,dark,
755517,obv,31.851814489600788,dark,21.6698384857848,dark_fallback,86.0,dark,
755517,rev,31.951971202179294,dark,21.904921821362432,dark_fallback,86.0,dark,
755518,obv,32.01220073664825,dark,21.6698384857848,dark_fallback,86.0,dark,
755518,rev,30.063201490991922,dark,21.904921821362432,dark_fallback,86.0,dark,
755516,obv,29.755310980291785,dark,21.6698384857848,dark_fallback,86.0,dark,
755516,rev,30.963097584555545,dark,21.904921821362432,dark_fallback,86.0,dark,
755519,obv,32.9262588080613,dark,21.6698384857848,dark_fallback,86.0,dark,
755519,rev,30.785866440372693,dark,21.904921821362432,dark_fallback,86.0,dark,
755521,obv,96.0,mixed,21.6698384857848,mixed_fallback,,,
755521,rev,96.0,mixed,21.904921821362432,mixed_fallback,,,
755523,obv,32.12416435771974,dark,21.6698384857848,dark_fallback,86.0,dark,
755523,rev,31.72750513265951,dark,21.904921821362432,dark_fallback,86.0,dark,
755526,obv,31.05959483239624,dark,21.6698384857848,dark_fallback,86.0,dark,
755526,rev,31.965846170133926,dark,21.904921821362432,dark_fallback,86.0,dark,
755524,obv,33.497629417277686,dark,21.6698384857848,dark_fallback,86.0,dark,
755524,rev,32.79728557976954,dark,21.904921821362432,dark_fallback,86.0,dark,
755525,obv,30.53031756556579,dark,21.6698384857848,dark_fallback,86.0,dark,
755525,rev,30.79064190628905,dark,21.904921821362432,dark_fallback,86.0,dark,
755527,obv,32.24821385361878,dark,21.6698384857848,dark_fallback,86.0,dark,
755527,rev,32.04645974145285,dark,21.904921821362432,dark_fallback,86.0,dark,
755530,obv,31.644794146681377,dark,21.6698384857848,dark_fallback,86.0,dark,
755530,rev,30.518290667204194,dark,21.904921821362432,dark_fallback,86.0,dark,
755528,obv,31.826174170935563,dark,21.6698384857848,dark_fallback,86.0,dark,
755528,rev,32.933858409559456,dark,21.904921821362432,dark_fallback,86.0,dark,
755531,obv,32.47730226927695,dark,21.6698384857848,dark_fallback,86.0,dark,
755531,rev,30.625444181674855,dark,21.904921821362432,dark_fallback,86.0,dark,
755529,obv,28.925969473059705,dark,21.6698384857848,dark_fallback,86.0,dark,
755529,rev,30.613228857828602,dark,21.904921821362432,dark_fallback,86.0,dark,
755533,obv,32.5921892988323,dark,21.6698384857848,dark_fallback,86.0,dark,
755533,rev,29.962991353752155,dark,21.904921821362432,dark_fallback,86.0,dark,
755535,obv,29.435833179456065,dark,21.6698384857848,dark_fallback,86.0,dark,
755535,rev,30.215692927347153,dark,21.904921821362432,dark_fallback,86.0,dark,
755532,obv,29.048040577649985,dark,21.6698384857848,dark_fallback,86.0,dark,
755532,rev,27.092002726798817,dark,21.904921821362432,dark_fallback,86.0,dark,
755534,obv,30.765977957602217,dark,21.6698384857848,dark_fallback,86.0,dark,
755534,rev,30.555067656505027,dark,21.904921821362432,dark_fallback,86.0,dark,
755536,obv,32.88978071142758,dark,21.6698384857848,dark_fallback,86.0,dark,
755536,rev,28.310083264708574,dark,21.904921821362432,dark_fallback,86.0,dark,
755539,obv,30.485038084874866,dark,21.6698384857848,dark_fallback,86.0,dark,
755539,rev,30.055276381909547,dark,21.904921821362432,dark_fallback,86.0,dark,
755537,obv,32.46390565476476,dark,21.6698384857848,dark_fallback,86.0,dark,
755537,rev,29.69496745988375,dark,21.904921821362432,dark_fallback,86.0,dark,
755538,obv,31.36938711146932,dark,21.6698384857848,dark_fallback,86.0,dark,
755538,rev,29.08641921492557,dark,21.904921821362432,dark_fallback,86.0,dark,
755540,obv,29.414284512235234,dark,21.6698384857848,dark_fallback,86.0,dark,
755540,rev,29.184755142528974,dark,21.904921821362432,dark_fallback,86.0,dark,
755543,obv,29.878265260541088,dark,21.6698384857848,dark_fallback,86.0,dark,
755543,rev,28.838576085998767,dark,21.904921821362432,dark_fallback,86.0,dark,
755542,obv,30.001646611779606,dark,21.6698384857848,dark_fallback,86.0,dark,
755542,rev,31.691344642961067,dark,21.904921821362432,dark_fallback,86.0,dark,
755541,obv,31.707835006110145,dark,21.6698384857848,dark_fallback,86.0,dark,
755541,rev,30.394395794335548,dark,21.904921821362432,dark_fallback,86.0,dark,
755544,obv,29.025989578506916,dark,21.6698384857848,dark_fallback,86.0,dark,
755544,rev,30.28170705799683,dark,21.904921821362432,dark_fallback,86.0,dark,
755545,obv,29.459674680793263,dark,21.6698384857848,dark_fallback,86.0,dark,
755545,rev,28.9258402544443,dark,21.904921821362432,dark_fallback,86.0,dark,
755547,obv,31.268257584842306,dark,21.6698384857848,dark_fallback,86.0,dark,
755547,rev,30.632929099783627,dark,21.904921821362432,dark_fallback,86.0,dark,
755546,obv,30.844243165938554,dark,21.6698384857848,dark_fallback,86.0,dark,
755546,rev,28.935547956037006,dark,21.904921821362432,dark_fallback,86.0,dark,
755548,obv,31.44215847392399,dark,21.6698384857848,dark_fallback,86.0,dark,
755548,rev,30.007310330705437,dark,21.904921821362432,dark_fallback,86.0,dark,
755549,obv,30.899827179890025,dark,21.6698384857848,dark_fallback,86.0,dark,
755549,rev,29.221655930723674,dark,21.904921821362432,dark_fallback,86.0,dark,
755554,obv,29.048683545971585,dark,21.6698384857848,dark_fallback,86.0,dark,
755554,rev,27.920169495366068,dark,21.904921821362432,dark_fallback,86.0,dark,
755556,obv,32.37769010469275,dark,21.6698384857848,dark_fallback,86.0,dark,
755556,rev,31.25274654119272,dark,21.904921821362432,dark_fallback,86.0,dark,
755553,obv,96.0,mixed,21.6698384857848,mixed_fallback,,,
755553,rev,96.0,mixed,21.904921821362432,mixed_fallback,,,
755557,obv,34.275661207061376,dark,21.6698384857848,dark_fallback,86.0,dark,
755557,rev,33.79006799917577,dark,21.904921821362432,dark_fallback,86.0,dark,
755558,obv,33.5467356427215,dark,21.6698384857848,dark_fallback,86.0,dark,
755558,rev,32.85961084695922,dark,21.904921821362432,dark_fallback,86.0,dark,
755560,obv,32.084248409445294,dark,21.6698384857848,dark_fallback,86.0,dark,
755560,rev,31.478946148497258,dark,21.904921821362432,dark_fallback,86.0,dark,
755561,obv,29.008061910665315,dark,21.6698384857848,dark_fallback,86.0,dark,
755561,rev,27.80197495183044,dark,21.904921821362432,dark_fallback,86.0,dark,
755559,obv,33.1725609703308,dark,21.6698384857848,dark_fallback,86.0,dark,
755559,rev,33.03102409638554,dark,21.904921821362432,dark_fallback,86.0,dark,
755563,obv,34.30134472976458,dark,21.6698384857848,dark_fallback,86.0,dark,
755563,rev,33.468162506399835,dark,21.904921821362432,dark_fallback,86.0,dark,
755562,obv,29.954458982024303,dark,21.6698384857848,dark_fallback,86.0,dark,
755562,rev,31.213921282798832,dark,21.904921821362432,dark_fallback,86.0,dark,
755564,obv,32.42681578656447,dark,21.6698384857848,dark_fallback,86.0,dark,
755564,rev,33.59973940352362,dark,21.904921821362432,dark_fallback,86.0,dark,
755565,obv,31.12370362911926,dark,21.6698384857848,dark_fallback,86.0,dark,
