house,sale_id,lot_id,lot_number,w,h,outcome_changed,binary_iou,alpha_iou,control.ndets,control.hough,control.blobs_post_close,control.bboxes,control.sliver_pairs,control.sliver_contour_px,control.sliver_contour_frac,control.sliver_circle_px,control.sliver_circle_frac,control.sliverd3_pairs,control.sliverd3_contour_px,control.sliverd3_contour_frac,control.sliverd3_circle_px,control.sliverd3_circle_frac,auto.ndets,auto.hough,auto.blobs_post_close,auto.bboxes,auto.sliver_pairs,auto.sliver_contour_px,auto.sliver_contour_frac,auto.sliver_circle_px,auto.sliver_circle_frac,auto.sliverd3_pairs,auto.sliverd3_contour_px,auto.sliverd3_contour_frac,auto.sliverd3_circle_px,auto.sliverd3_circle_frac
cng_feature,Auction 91,736623,215440,500,244,1,0.8102,0.82294,2,1,1,"8,4,254,240;256,0,244,237",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,247,244;255,5,245,235",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736634,215446,500,251,1,0.87452,0.74408,2,1,1,"14,0,230,218;258,5,242,242",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"253,9,244,242;0,3,246,244",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736644,215452,500,243,1,0.80338,0.77571,2,1,1,"0,4,225,234;240,3,254,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"259,6,241,237;0,0,253,243",2,0,0.0,189,0.00417,2,0,0.0,374,0.00825
cng_feature,Auction 91,736657,215459,500,242,1,0.88232,0.74751,2,1,1,"4,0,234,231;261,3,239,239",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,6,250,230;255,0,245,242",2,0,0.0,0,0.0,2,0,0.0,68,0.00151
cng_feature,Auction 91,736668,215465,500,242,1,0.81946,0.73529,2,1,2,"8,10,242,232;272,2,218,218",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"258,0,242,242;17,5,226,226",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736679,215471,500,248,1,0.77749,0.9044,2,1,1,"0,0,240,248;244,0,254,248",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,0,239,245;253,11,233,233",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736690,215477,500,248,1,0.86724,0.71613,2,1,1,"2,2,230,230;274,8,226,226",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,11,249,226;258,0,242,248",2,0,0.0,13,0.0003,2,0,0.0,132,0.00301
cng_feature,Auction 91,736702,215483,500,246,1,0.82977,0.91262,2,1,1,"0,0,248,246;239,0,261,246",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"252,0,248,246;0,9,246,233",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736712,215489,500,224,1,0.88338,0.88772,2,0,2,"257,10,243,204;12,4,219,219",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"14,8,216,216;279,16,201,200",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736725,215496,500,217,1,0.8891,0.70652,2,1,1,"25,0,228,217;315,3,185,196",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,8,246,200;288,18,180,180",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736737,215502,500,263,1,0.88102,0.94456,2,0,2,"255,0,245,263;0,11,247,242",2,0,0.0,356,0.00792,2,0,0.0,584,0.01299,2,0,2,"3,11,244,242;250,21,238,238",2,0,0.0,435,0.00974,2,0,0.0,671,0.01503
cng_feature,Auction 91,736748,215508,500,237,1,0.81659,0.91422,2,1,1,"0,0,255,237;237,0,263,237",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,5,247,232;262,10,227,228",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736759,215514,500,254,1,0.84343,0.83353,2,1,1,"0,0,258,251;254,0,246,247",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"250,0,248,248;0,7,241,240",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736770,215520,500,225,1,0.84087,0.80754,2,1,1,"38,2,222,222;252,0,248,225",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"256,0,244,225;1,5,245,216",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736781,215526,500,252,1,0.84207,0.88337,2,1,1,"0,0,243,252;246,0,254,252",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"259,0,238,248;0,9,251,234",2,0,0.0,118,0.00267,2,0,0.0,288,0.00651
cng_feature,Auction 91,736795,215533,500,249,1,0.83219,0.92632,2,1,1,"0,0,257,249;237,0,258,249",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"3,0,243,249;252,6,248,236",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736806,215539,500,247,1,0.83751,0.96025,2,0,2,"0,0,246,244;255,0,245,247",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,4,245,238;257,4,238,234",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736817,215545,500,203,1,0.83519,0.97429,2,0,2,"0,0,246,203;259,0,241,199",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,3,246,196;259,1,236,196",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736828,215551,500,243,1,0.83563,0.8168,2,1,1,"0,8,233,235;255,2,244,241",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"0,3,247,240;255,4,245,234",2,0,0.0,0,0.0,2,0,0.0,0,0.0
cng_feature,Auction 91,736840,215557,500,263,1,0.87066,0.87248,2,1,1,"0,0,258,263;240,0,258,258",2,0,0.0,0,0.0,2,0,0.0,0,0.0,2,0,2,"253,3,243,253;0,0,243,257",2,0,0.0,18,0.00038,2,0,0.0,136,0.00286
