house,sale_id,lot_id,lot_number,w,h,blobs_pre_blur,blobs_pre_close,gap_pre_blur,gap_pre_close,circ_pre_close,control.kernel,control.status,control.ndets,control.bboxes,control.hough,control.tcr_triggered,control.tcr_status,control.blobs_post_close,control.gap_post_close,control.seconds,auto.kernel,auto.status,auto.ndets,auto.bboxes,auto.hough,auto.tcr_triggered,auto.tcr_status,auto.blobs_post_close,auto.gap_post_close,auto.seconds,0.0042.kernel,0.0042.status,0.0042.ndets,0.0042.bboxes,0.0042.hough,0.0042.tcr_triggered,0.0042.tcr_status,0.0042.blobs_post_close,0.0042.gap_post_close,0.0042.seconds,auto.bbox_identical,auto.ndets_delta,0.0042.bbox_identical,0.0042.ndets_delta,control.weld,auto.weld,0.0042.weld
leu,75,687962,1220,1200,571,2,2,11.7,11.18,0.652|0.3,7,success,2,"0,0,589,571;566,0,604,571",1,1,split,1,,46.5508,3,success,2,"7,14,586,550;601,18,593,544",0,0,,2,11.18,0.0316,5,success,2,"7,14,586,550;601,18,593,544",0,0,,2,11.18,0.0304,0,0,0,0,1,0,0
leu,75,687981,1239,1200,581,3,2,9.0,9.0,0.553|0.472,7,success,2,"17,0,596,581;598,0,602,581",1,1,split,1,,47.1673,3,success,2,"7,10,583,564;597,25,597,533",0,0,,2,9.0,0.0604,5,success,2,"17,0,596,581;598,0,602,581",1,1,split,1,,48.1118,0,0,1,0,1,0,1
leu,75,687999,1257,1200,579,2,2,10.0,10.0,0.724|0.514,7,success,2,"0,3,554,576;600,0,582,572",1,1,split,1,,51.0282,3,success,2,"7,11,592,561;608,13,585,557",0,0,,2,10.0,0.0462,5,success,2,"7,9,592,563;608,13,585,557",0,0,,2,10.0,0.0371,0,0,0,0,1,0,0
leu,75,688018,1276,1200,581,3,4,10.05,10.0,0.601|0.616,7,success,2,"6,0,618,581;567,0,633,581",1,1,split,1,,119.9961,3,success,2,"604,10,589,564;7,13,588,555",0,0,,2,10.0,0.0519,5,success,2,"604,10,589,564;7,13,588,555",0,0,,2,10.0,0.0347,0,0,0,0,0,0,0
leu,75,688037,1295,1200,564,3,2,8.0,7.0,0.566|0.353,7,success,2,"0,0,598,564;608,0,592,564",1,1,split,1,,45.5081,3,success,2,"20,6,555,556;627,12,553,553",0,0,,2,7.0,17.6698,5,success,2,"0,0,598,564;608,0,592,564",1,1,split,1,,42.1691,0,0,1,0,1,0,1
leu,75,688056,1314,1200,584,2,2,9.0,8.0,0.637|0.569,7,success,2,"0,0,576,576;625,0,575,571",1,1,split,1,,50.0175,3,success,2,"604,7,590,571;6,11,591,565",0,0,,2,8.0,0.0302,5,success,2,"0,0,576,576;625,0,575,571",1,1,split,1,,126.9141,0,0,1,0,1,0,1
leu,75,688074,1332,1200,540,3,2,11.18,11.0,0.459|0.411,7,success,2,"0,0,570,540;634,0,566,540",1,1,split,1,,94.7786,3,success,2,"612,7,581,526;6,16,597,512",0,0,,2,11.0,18.829,5,success,2,"612,7,581,526;6,16,597,512",0,0,,2,11.0,0.0306,0,0,0,0,1,0,0
leu,75,688093,1351,1197,600,2,2,10.0,9.22,0.47|0.527,7,success,2,"20,29,590,571;589,0,608,598",1,1,split,1,,53.7206,3,success,2,"598,14,592,579;7,23,583,561",0,0,,2,9.22,0.0614,5,success,2,"598,14,592,579;7,17,583,567",0,0,,2,9.22,0.0468,0,0,0,0,1,0,0
leu,75,688112,1370,1162,600,2,2,10.0,11.0,0.604|0.776,7,success,2,"0,0,603,600;598,36,564,564",1,1,split,1,,51.9932,3,success,2,"8,10,572,581;590,8,565,585",0,0,,2,11.0,0.0283,5,success,2,"8,10,572,581;590,8,565,585",0,0,,2,11.0,0.0303,0,0,0,0,1,0,0
leu,75,688131,1389,1200,551,3,3,11.0,11.0,0.62|0.497,7,success,2,"46,0,568,538;625,0,562,546",1,1,split,1,,45.5135,3,success,2,"605,8,588,536;7,10,589,533",0,0,,2,11.0,0.0368,5,success,2,"605,8,588,536;7,10,589,533",0,0,,2,11.0,0.0323,0,0,0,0,0,0,0
leu,75,688150,1408,1200,559,2,2,10.0,10.0,0.443|0.552,7,success,2,"17,0,600,559;561,0,604,559",1,1,split,1,,42.5717,3,success,2,"601,12,592,540;7,9,586,542",0,0,,2,10.0,0.0434,5,success,2,"601,12,592,540;7,9,586,542",0,0,,2,10.0,0.0336,0,0,0,0,1,0,0
leu,75,688168,1426,1200,564,3,3,10.77,10.0,0.518|0.521,7,success,2,"5,0,588,559;637,0,563,559",1,1,split,1,,39.7375,3,success,2,"27,6,549,548;604,13,590,544",0,0,,2,10.0,10.5249,5,success,2,"604,13,590,544;7,9,589,547",0,0,,2,10.0,0.0255,0,0,0,0,0,0,0
leu,75,688187,1445,1200,548,2,2,10.0,11.0,0.434|0.344,7,success,2,"26,0,600,548;595,0,578,548",1,1,split,1,,96.7442,3,success,2,"7,13,592,528;608,8,585,533",0,0,,2,11.0,0.0405,5,success,2,"608,8,585,533;7,13,592,528",0,0,,2,10.0,0.0301,0,0,0,0,1,0,0
leu,75,688206,1464,1200,559,2,2,9.85,9.06,0.51|0.571,7,success,2,"0,0,591,559;638,0,562,559",1,1,split,1,,99.7877,3,success,2,"603,14,590,538;7,17,588,533",0,0,,2,9.06,0.0274,5,success,2,"603,13,590,539;7,14,588,536",0,0,,2,9.06,0.0277,0,0,0,0,1,0,0
leu,75,688225,1483,1159,600,2,2,10.2,12.0,0.395|0.378,7,success,2,"0,0,611,597;576,7,583,593",1,1,split,1,,54.6517,3,success,2,"598,10,554,584;7,26,581,557",0,0,,2,12.0,0.0504,5,success,2,"598,10,554,584;7,22,581,561",0,0,,2,12.0,0.0562,0,0,0,0,1,0,0
leu,75,688243,1501,1200,568,2,2,9.0,9.0,0.586|0.558,7,success,2,"0,0,602,568;583,0,617,568",1,1,split,1,,45.6637,3,success,2,"598,10,595,551;7,11,583,547",0,0,,2,9.0,0.0502,5,success,2,"0,0,602,568;583,0,617,568",1,1,split,1,,44.4539,0,0,1,0,1,0,1
leu,75,688262,1520,1200,556,2,2,10.0,9.49,0.505|0.444,7,success,2,"0,0,607,556;588,0,612,556",1,1,split,1,,104.4589,3,success,2,"7,15,589,534;604,23,590,525",0,0,,3,9.49,0.0991,5,success,2,"7,15,591,534;603,11,591,537",0,0,,2,6.0,0.0672,0,0,0,0,1,0,0
leu,75,688281,1539,1200,549,2,2,11.0,11.0,0.436|0.31,7,success,2,"74,9,548,540;587,0,548,548",1,1,split,1,,103.5185,3,success,2,"7,12,587,526;622,9,544,544",0,0,,2,11.0,9.782,5,success,2,"7,12,587,526;620,6,547,547",0,0,,2,11.0,11.0427,0,0,0,0,1,0,0
leu,75,688300,1558,1200,596,3,2,13.0,14.0,0.347|0.138,7,success,2,"15,0,612,596;587,0,613,596",1,1,split,1,,50.8906,3,success,2,"10,21,591,556;614,10,571,577",0,0,,2,14.0,0.0439,5,success,2,"614,10,574,577;10,21,593,556",0,0,,2,13.0,0.0432,0,0,0,0,1,0,0
leu,75,688318,1576,1200,591,2,2,12.37,13.0,0.2|0.14,7,success,2,"585,16,605,560;10,13,573,568",0,0,,2,3.0,0.0371,3,success,2,"589,16,601,560;9,17,559,559",0,0,,2,13.0,10.1358,5,success,2,"589,16,601,560;7,17,562,562",0,0,,2,13.0,8.9482,0,0,0,0,0,0,0
leu,75,688337,1595,1200,591,2,2,13.0,14.0,0.432|0.274,7,success,2,"9,27,592,538;614,10,576,572",0,0,,2,14.56,0.0415,3,success,2,"9,27,592,538;614,10,576,572",0,0,,2,14.56,0.0481,5,success,2,"9,27,592,538;614,10,576,572",0,0,,2,14.56,0.0402,1,0,1,0,0,0,0
leu,75,688356,1614,1133,600,2,2,13.0,13.0,0.419|0.294,7,success,2,"597,11,527,580;9,40,579,521",0,0,,2,10.0,0.0333,3,success,2,"598,11,526,580;9,40,577,521",0,0,,2,13.04,0.034,5,success,2,"598,11,526,580;9,40,577,521",0,0,,2,13.15,0.0323,0,0,0,0,0,0,0
leu,75,688375,1633,1138,600,2,2,17.0,17.0,0.565|0.49,7,success,2,"14,22,562,556;592,14,533,574",0,0,,2,17.0,0.0272,3,success,2,"14,22,562,556;592,17,533,571",0,0,,2,17.0,0.034,5,success,2,"14,22,562,556;592,17,533,571",0,0,,2,17.0,0.0307,0,0,0,0,0,0,0
leu,75,688393,1651,1180,600,2,2,14.56,14.87,0.592|0.551,7,success,2,"602,11,567,579;10,19,580,561",0,0,,2,14.87,0.0284,3,success,2,"602,11,567,579;10,19,580,561",0,0,,2,14.87,0.0279,5,success,2,"602,11,567,579;10,19,580,561",0,0,,2,14.87,0.0277,1,0,1,0,0,0,0
leu,75,688412,1670,1169,600,3,3,12.0,11.7,0.271|0.286,7,success,2,"17,0,602,594;588,0,581,577",1,1,split,1,,47.9971,3,success,2,"594,17,567,575;9,13,575,578",0,0,,3,11.7,0.0785,5,success,2,"594,17,567,575;9,13,575,578",0,0,,2,11.7,0.0496,0,0,0,0,0,0,0
leu,75,688431,1689,1177,600,2,2,14.32,14.14,0.457|0.185,7,success,2,"9,13,576,574;596,11,572,580",0,0,,2,14.14,0.0422,3,success,2,"9,14,576,573;596,11,572,580",0,0,,2,14.14,0.0373,5,success,2,"9,14,576,573;596,11,572,580",0,0,,2,14.14,0.0399,0,0,0,0,0,0,0
leu,75,688450,1708,1180,600,2,2,11.0,11.0,0.719|0.64,7,success,2,"0,0,589,600;576,0,604,599",1,1,split,1,,52.1428,3,success,2,"9,30,597,547;616,12,556,580",0,0,,2,11.0,0.0465,5,success,2,"9,27,597,550;616,11,556,581",0,0,,2,11.0,0.0293,0,0,0,0,1,0,0
leu,75,688468,1726,1116,600,2,2,13.0,13.0,0.474|0.394,7,success,2,"9,10,542,581;555,18,552,564",0,0,,2,5.1,0.0333,3,success,2,"-1,26,556,557;559,18,548,564",0,0,,2,13.0,9.2721,5,success,2,"9,10,539,581;559,18,548,564",0,0,,2,13.0,0.0337,0,0,0,0,0,0,0
leu,75,688487,1745,1186,600,2,3,13.0,13.6,0.279|0.12,7,success,2,"592,11,585,579;9,9,571,582",0,0,,2,13.6,0.0364,3,success,2,"592,11,585,579;9,12,571,579",0,0,,3,13.6,0.0669,5,success,2,"592,11,585,579;9,12,571,579",0,0,,3,13.6,0.0528,0,0,0,0,0,0,0
leu,75,688506,1764,1200,592,2,2,9.85,12.0,0.504|0.578,7,success,2,"1,0,614,592;565,0,635,592",1,1,split,1,,46.6965,3,success,2,"605,7,588,578;6,14,589,567",0,0,,2,12.0,0.061,5,success,2,"605,7,588,578;6,12,589,569",0,0,,2,12.0,0.031,0,0,0,0,1,0,0
leu,75,688525,1783,1124,600,2,2,13.6,12.17,0.619|0.322,7,success,2,"3,8,588,588;545,0,579,585",1,1,split,1,,45.1102,3,success,2,"9,20,556,561;575,10,540,581",0,0,,2,12.17,0.0375,5,success,2,"9,20,556,561;575,10,540,581",0,0,,2,12.17,0.0343,0,0,0,0,1,0,0
leu,75,688543,1801,1166,600,2,2,11.7,11.0,0.65|0.598,7,success,2,"0,0,598,600;571,0,595,591",1,1,split,1,,51.6039,3,success,2,"9,10,569,580;588,11,568,579",0,0,,2,11.0,0.0372,5,success,2,"9,10,569,580;588,11,568,579",0,0,,2,11.0,0.029,0,0,0,0,1,0,0
leu,75,688562,1820,1158,600,2,2,12.0,12.0,0.517|0.728,7,success,2,"9,9,560,582;576,20,573,561",0,0,,2,8.0,0.0297,3,success,2,"9,9,559,582;578,22,571,559",0,0,,2,12.0,0.0293,5,success,2,"9,9,559,582;578,20,571,561",0,0,,2,12.0,0.0264,0,0,0,0,0,0,0
leu,75,688581,1839,1200,565,2,2,13.0,13.0,0.49|0.514,7,success,2,"2,0,620,565;602,0,598,565",1,1,split,1,,115.7785,3,success,2,"609,11,580,544;10,15,587,537",0,0,,2,13.0,0.0494,5,success,2,"609,11,580,544;10,15,587,537",0,0,,2,13.0,0.0497,0,0,0,0,1,0,0
leu,75,688600,1858,1200,584,2,2,12.0,11.0,0.786|0.812,7,success,2,"0,0,562,584;638,0,562,569",1,1,split,1,,44.1555,3,success,2,"606,13,585,562;9,20,587,547",0,0,,2,11.0,0.0361,5,success,2,"606,13,585,562;9,20,587,547",0,0,,2,11.0,0.0389,0,0,0,0,1,0,0
leu,75,688619,1877,1200,591,2,2,12.0,13.0,0.356|0.479,7,success,2,"30,0,600,591;577,0,614,591",1,1,split,1,,46.1976,3,success,2,"10,16,585,563;606,18,585,564",0,0,,2,13.0,0.0467,5,success,2,"10,16,585,563;606,18,585,564",0,0,,2,13.0,0.0468,0,0,0,0,1,0,0
leu,75,688637,1895,1200,569,3,3,17.0,17.0,0.456|0.181,7,success,2,"11,11,582,548;607,19,583,537",0,0,,2,17.0,0.0491,3,success,2,"11,11,582,548;624,21,537,537",0,0,,3,17.0,8.3864,5,success,2,"11,11,582,548;607,19,583,537",0,0,,3,17.0,0.0712,0,0,1,0,0,0,0
leu,75,688656,1914,1185,600,2,2,14.0,14.0,0.667|0.56,7,success,2,"601,19,575,572;10,14,580,576",0,0,,2,14.0,0.0429,3,success,2,"601,19,575,572;10,14,580,576",0,0,,2,14.0,0.0467,5,success,2,"601,19,575,572;10,14,580,576",0,0,,2,14.0,0.035,1,0,1,0,0,0,0
leu,75,688675,1933,1200,556,2,2,9.0,8.0,0.868|0.709,7,success,2,"0,0,576,556;608,0,588,556",1,1,split,1,,113.0518,3,success,2,"602,6,592,544;6,12,590,538",0,0,,2,8.0,0.0379,5,success,2,"0,0,576,556;608,0,588,556",1,1,split,1,,111.072,0,0,1,0,1,0,1
leu,75,688694,1952,1200,585,2,2,13.0,13.0,0.677|0.7,7,success,2,"10,17,581,558;599,28,593,535",0,0,,2,9.06,0.03,3,success,2,"10,17,580,558;601,28,591,535",0,0,,2,13.0,0.0304,5,success,2,"10,17,580,558;601,28,591,535",0,0,,2,13.0,0.0346,0,0,0,0,0,0,0
leu,75,688712,1970,1188,600,2,2,13.0,14.32,0.677|0.59,7,success,2,"8,13,589,578;602,18,577,568",0,0,,2,6.0,0.0316,3,success,2,"8,13,585,578;605,18,574,568",0,0,,2,13.0,0.0306,5,success,2,"8,13,585,578;605,18,574,568",0,0,,2,13.0,0.0342,0,0,0,0,0,0,0
leu,75,688731,1989,1191,600,3,2,13.0,14.0,0.648|0.2,7,success,2,"11,18,578,572;601,20,581,561",0,0,,2,14.32,0.0294,3,success,2,"11,18,578,572;601,20,581,561",0,0,,2,14.0,0.0331,5,success,2,"11,18,578,572;601,20,581,561",0,0,,2,14.32,0.0298,1,0,1,0,0,0,0
leu,75,688750,2008,1200,582,2,2,13.04,13.0,0.824|0.886,7,success,2,"0,0,598,582;569,0,590,578",1,1,split,1,,42.7115,3,success,2,"605,20,586,544;9,13,586,560",0,0,,2,13.0,0.0337,5,success,2,"605,20,586,544;9,13,586,560",0,0,,2,13.0,0.0347,0,0,0,0,1,0,0
leu,75,688769,2027,1200,599,2,2,13.0,13.0,0.566|0.566,7,success,2,"10,16,589,574;601,16,589,570",0,0,,2,3.0,0.0325,3,success,2,"10,16,584,574;606,19,584,567",0,0,,2,13.0,0.042,5,success,2,"10,16,584,574;606,16,584,570",0,0,,2,13.0,0.0349,0,0,0,0,0,0,0
leu,75,688787,2045,1200,559,4,2,11.05,11.7,0.653|0.448,7,success,2,"17,0,582,559;616,0,584,559",1,1,split,1,,110.6082,3,success,2,"599,6,593,548;7,13,582,538",0,0,,2,11.7,0.034,5,success,2,"599,6,593,548;7,13,582,538",0,0,,2,11.7,0.034,0,0,0,0,1,0,0
leu,75,688806,2064,1197,600,2,2,13.0,14.0,0.701|0.689,7,success,2,"0,0,615,600;634,14,563,586",1,1,split,1,,50.9189,3,success,2,"10,11,583,580;605,25,582,553",0,0,,2,14.0,0.0276,5,success,2,"10,11,583,580;605,25,582,553",0,0,,2,14.0,0.0276,0,0,0,0,1,0,0
leu,75,688825,2083,1129,600,3,3,11.0,11.0,0.417|0.667,7,success,2,"0,0,581,598;540,0,589,587",1,1,split,1,,48.4926,3,success,2,"571,10,549,581;9,13,552,577",0,0,,2,11.7,0.0322,5,success,2,"571,10,549,581;9,13,552,577",0,0,,2,11.7,0.0261,0,0,0,0,0,0,0
leu,75,688844,2102,1172,600,2,2,12.0,12.0,0.535|0.535,7,success,2,"0,0,612,600;572,0,600,600",1,1,split,1,,48.7064,3,success,2,"9,11,577,579;596,17,568,567",0,0,,2,12.0,0.0578,5,success,2,"9,11,577,579;596,17,568,567",0,0,,2,12.0,0.038,0,0,0,0,1,0,0
leu,75,688862,2120,1199,590,11,6,144.84,11.0,0.166|0.013,7,success,2,"0,0,611,590;577,0,622,590",1,1,split,1,,36.8843,3,success,2,"632,7,557,558;9,22,584,559",0,0,,6,11.0,2.6881,5,success,2,"9,22,584,559;632,7,557,558",0,0,,3,11.0,2.582,0,0,0,0,0,0,0
leu,75,688881,2139,1198,600,2,2,13.0,13.15,0.447|0.182,7,success,2,"0,22,587,578;594,0,604,600",1,1,split,1,,52.3203,3,success,2,"602,11,588,580;9,15,582,576",0,0,,2,13.0,0.0445,5,success,2,"602,11,588,580;9,15,582,576",0,0,,2,13.0,0.0418,0,0,0,0,1,0,0
leu,75,688900,2158,1195,600,2,2,12.04,12.17,0.613|0.592,7,success,2,"3,0,608,589;579,0,616,600",1,1,split,1,,49.8748,3,success,2,"9,12,582,579;602,15,584,572",0,0,,2,12.17,0.0506,5,success,2,"9,12,582,579;602,15,584,572",0,0,,2,12.17,0.0423,0,0,0,0,1,0,0
leu,75,688919,2177,1200,573,2,2,14.56,14.56,0.503|0.475,7,success,2,"9,15,587,546;608,18,582,545",0,0,,2,14.56,0.035,3,success,2,"9,15,587,546;608,18,582,545",0,0,,2,14.56,0.0414,5,success,2,"608,18,582,545;9,15,587,546",0,0,,2,14.56,0.0398,1,0,0,0,0,0,0
leu,75,688937,2195,1152,600,3,2,12.0,12.0,0.241|0.368,7,success,2,"0,0,592,600;588,2,564,588",1,1,split,1,,54.9021,3,success,2,"580,14,563,577;10,18,559,565",0,0,,2,12.0,0.0487,5,success,2,"580,14,563,577;10,18,559,565",0,0,,2,12.0,0.0456,0,0,0,0,1,0,0
leu,75,688956,2214,1200,597,2,2,12.0,13.0,0.631|0.352,7,success,2,"0,0,590,597;587,0,613,597",1,1,split,1,,54.2428,3,success,2,"607,27,582,560;11,25,584,558",0,0,,2,13.0,0.0581,5,success,2,"607,27,582,560;11,24,584,559",0,0,,2,13.0,0.0351,0,0,0,0,1,0,0
leu,75,688975,2233,1200,573,2,2,12.0,12.0,0.375|0.483,7,success,2,"9,0,602,573;617,0,583,573",1,1,split,1,,115.2814,3,success,2,"607,16,584,548;10,15,586,544",0,0,,2,12.0,0.0665,5,success,2,"607,16,584,548;10,15,586,544",0,0,,2,12.0,0.0441,0,0,0,0,1,0,0
leu,75,688994,2252,1200,577,2,2,12.0,12.04,0.543|0.411,7,success,2,"3,0,628,577;560,0,638,577",1,1,split,1,,50.1284,3,success,2,"603,18,588,549;9,14,583,553",0,0,,2,12.04,0.0349,5,success,2,"603,18,588,549;9,14,583,553",0,0,,2,12.0,0.0324,0,0,0,0,1,0,0
leu,75,689012,2270,1200,590,3,2,10.0,10.0,0.438|0.37,7,success,2,"39,0,600,590;601,0,599,590",1,1,split,1,,49.4882,3,success,2,"610,18,581,563;31,26,563,563",0,0,,2,10.0,10.3436,5,success,2,"610,18,581,563;9,29,592,550",0,0,,2,10.0,0.0332,0,0,0,0,1,0,0
leu,75,689031,2289,1179,600,2,2,14.04,13.93,0.662|0.467,7,success,2,"4,6,604,594;567,0,600,590",1,1,split,1,,56.7867,3,success,2,"9,17,574,570;593,12,577,579",0,0,,2,13.93,0.0345,5,success,2,"9,17,574,570;593,12,577,579",0,0,,2,13.93,0.0386,0,0,0,0,1,0,0
leu,75,689050,2308,1200,586,3,2,12.04,13.0,0.466|0.331,7,success,2,"598,13,592,561;10,16,586,561",0,0,,2,3.0,0.0505,3,success,2,"603,14,587,560;10,16,582,561",0,0,,2,13.0,0.0509,5,success,2,"603,14,587,560;10,16,582,561",0,0,,2,13.0,0.0453,0,0,0,0,0,0,0
leu,75,689069,2327,1200,592,2,2,15.0,15.03,0.548|0.21,7,success,2,"10,9,579,573;600,18,591,561",0,0,,2,15.03,0.0523,3,success,2,"10,12,579,570;600,18,591,561",0,0,,2,15.03,0.0626,5,success,2,"10,9,579,573;600,18,591,561",0,0,,2,15.03,0.0605,0,0,1,0,0,0,0
leu,75,689088,2346,1200,576,2,2,15.0,17.26,0.313|0.423,7,success,2,"605,10,586,557;10,24,584,537",0,0,,2,14.87,0.0489,3,success,2,"10,24,584,537;608,10,583,557",0,0,,3,17.26,0.0694,5,success,2,"605,10,586,557;10,24,584,537",0,0,,2,14.87,0.053,0,0,1,0,0,0,0
leu,75,689106,2364,1200,592,2,2,13.0,15.0,0.687|0.209,7,success,2,"606,11,584,572;9,14,584,566",0,0,,2,15.0,0.0485,3,success,2,"9,14,584,566;606,11,584,572",0,0,,2,15.0,0.0558,5,success,2,"606,11,584,572;9,14,584,566",0,0,,2,15.0,0.0373,0,0,1,0,0,0,0
leu,75,689125,2383,1200,565,3,3,16.0,16.0,0.322|0.186,7,success,2,"607,11,584,544;9,11,587,545",0,0,,2,16.0,0.0344,3,success,2,"607,11,584,544;9,11,587,545",0,0,,2,16.0,0.0388,5,success,2,"607,11,584,544;9,11,587,545",0,0,,2,16.0,0.046,1,0,1,0,0,0,0
leu,75,689144,2402,1200,588,2,2,12.0,13.0,0.565|0.275,7,success,2,"0,0,593,588;612,0,588,588",1,1,split,1,,53.0189,3,success,2,"609,10,582,569;9,18,588,558",0,0,,2,13.0,0.0373,5,success,2,"609,10,582,569;9,13,588,563",0,0,,2,13.0,0.032,0,0,0,0,1,0,0
leu,75,689163,2421,1200,572,2,2,13.0,13.34,0.338|0.339,7,success,2,"9,12,585,549;603,10,588,553",0,0,,2,10.0,0.0399,3,success,2,"9,12,583,549;604,10,587,553",0,0,,2,13.0,0.0465,5,success,2,"9,12,583,549;604,10,587,553",0,0,,2,13.0,0.0399,0,0,0,0,0,0,0
leu,75,689181,2439,1200,589,2,4,16.0,16.03,0.445|0.166,7,success,2,"11,19,583,559;605,18,585,559",0,0,,2,16.03,0.0344,3,success,2,"11,19,583,559;629,41,559,559",0,0,,2,16.03,12.4617,5,success,2,"11,19,583,559;605,18,585,559",0,0,,2,16.03,0.067,0,0,1,0,0,0,0
leu,75,689200,2458,1142,600,2,2,13.0,13.15,0.591|0.293,7,success,2,"10,16,557,575;579,14,553,574",0,0,,2,13.15,0.0361,3,success,2,"10,16,557,575;579,14,553,574",0,0,,2,13.15,0.0384,5,success,2,"10,16,557,575;579,14,553,574",0,0,,2,13.15,0.0417,1,0,1,0,0,0,0
leu,75,689219,2477,1200,581,3,2,24.6,16.0,0.635|0.183,7,success,2,"9,14,587,554;608,9,583,563",0,0,,2,16.0,0.0302,3,success,2,"9,14,587,554;608,9,583,563",0,0,,2,16.0,0.041,5,success,2,"9,14,587,554;608,9,583,563",0,0,,2,16.0,0.0482,1,0,1,0,0,0,0
leu,75,689238,2496,1178,600,2,2,12.04,11.4,0.56|0.498,7,success,2,"588,9,581,581;9,16,577,569",0,0,,2,3.0,0.035,3,success,2,"9,16,573,569;592,21,577,569",0,0,,2,11.4,0.0447,5,success,2,"592,9,577,581;9,16,573,569",0,0,,2,11.4,0.0425,0,0,0,0,0,0,0
leu,75,689256,2514,1197,600,2,2,12.0,11.0,0.324|0.268,7,success,2,"0,0,595,580;589,0,594,594",1,1,split,1,,54.573,3,success,2,"10,17,586,574;606,21,582,568",0,0,,2,11.0,0.0615,5,success,2,"10,14,586,577;606,16,582,573",0,0,,2,11.0,0.0705,0,0,0,0,1,0,0
leu,75,689275,2533,1181,600,2,2,12.04,12.04,0.479|0.645,7,success,2,"0,0,595,593;567,0,614,600",1,1,split,1,,51.2976,3,success,2,"605,9,567,582;10,14,585,573",0,0,,2,12.0,0.0411,5,success,2,"605,9,567,582;10,14,585,573",0,0,,2,12.0,0.031,0,0,0,0,1,0,0
leu,75,689294,2552,1200,547,2,2,12.37,13.93,0.286|0.371,7,success,2,"600,11,592,528;9,13,581,522",0,0,,2,12.0,0.0258,3,success,2,"600,11,592,528;29,3,548,547",0,0,,2,13.93,21.8117,5,success,2,"600,11,592,528;9,13,581,522",0,0,,2,13.93,10.6382,0,0,1,0,0,0,0
leu,75,689313,2571,1177,600,2,2,11.0,12.0,0.512|0.699,7,success,2,"0,0,616,600;559,12,618,588",1,1,split,1,,54.6512,3,success,2,"594,11,575,582;8,21,575,568",0,0,,2,12.0,0.0419,5,success,2,"594,11,575,582;8,16,575,573",0,0,,2,12.0,0.0389,0,0,0,0,1,0,0
leu,75,689331,2589,1200,591,2,2,13.0,14.0,0.429|0.428,7,success,2,"604,13,587,569;10,19,592,555",0,0,,2,3.0,0.0323,3,success,2,"609,13,582,569;10,19,587,555",0,0,,2,14.0,0.0458,5,success,2,"609,13,582,569;10,19,587,555",0,0,,2,13.0,0.0639,0,0,0,0,0,0,0
leu,75,689350,2608,1200,571,2,2,17.26,17.26,0.565|0.173,7,success,2,"27,19,554,554;632,8,553,553",0,0,,2,17.26,20.3121,3,success,2,"631,7,554,554;30,23,550,550",0,0,,2,17.26,19.8883,5,success,2,"632,8,553,553;28,22,552,551",0,0,,2,17.26,19.7665,0,0,0,0,0,0,0
leu,75,689369,2627,1200,568,4,2,12.65,13.6,0.082|0.079,7,success,2,"9,13,590,544;610,11,581,548",0,0,,2,13.6,0.0265,3,success,2,"9,13,590,544;610,11,581,548",0,0,,2,13.6,0.0374,5,success,2,"9,13,590,544;610,11,581,548",0,0,,2,13.6,0.0498,1,0,1,0,0,0,0
leu,75,689388,2646,1164,600,2,2,13.0,13.0,0.522|0.198,7,success,2,"0,7,592,593;588,20,576,580",1,1,split,1,,50.5028,3,success,2,"608,11,547,580;20,32,557,557",0,0,,2,13.0,10.4705,5,success,2,"608,11,547,580;19,29,560,560",0,0,,2,13.0,12.1853,0,0,0,0,1,0,0
leu,75,689406,2664,1200,585,2,2,16.0,16.76,0.506|0.556,7,success,2,"605,13,586,563;9,15,584,560",0,0,,2,16.76,0.0318,3,success,2,"605,13,586,563;9,15,584,560",0,0,,2,16.76,0.0542,5,success,2,"605,13,586,563;9,15,584,560",0,0,,2,16.76,0.0339,1,0,1,0,0,0,0
leu,75,689425,2683,1200,562,2,2,13.15,13.0,0.296|0.29,7,success,2,"605,10,586,543;9,14,587,538",0,0,,2,10.0,0.0351,3,success,2,"9,16,586,536;606,10,585,543",0,0,,2,13.15,0.0608,5,success,2,"9,14,586,538;606,10,585,543",0,0,,2,13.15,0.0488,0,0,0,0,0,0,0
leu,75,689444,2702,1200,597,3,3,12.0,12.0,0.419|0.479,7,success,2,"0,0,623,597;580,0,620,597",1,1,split,1,,52.6434,3,success,2,"608,10,583,579;9,12,588,574",0,0,,2,12.0,0.0488,5,success,2,"608,10,583,579;9,12,588,574",0,0,,2,12.0,0.0393,0,0,0,0,0,0,0
leu,75,689463,2721,1200,598,2,2,10.0,11.0,0.511|0.339,7,success,2,"0,0,628,598;584,0,616,598",1,1,split,1,,47.4753,3,success,2,"7,11,589,581;606,16,588,571",0,0,,2,11.0,0.0453,5,success,2,"7,11,589,581;606,16,588,571",0,0,,2,11.0,0.0536,0,0,0,0,1,0,0
leu,75,689481,2739,1200,548,2,2,11.0,11.0,0.507|0.275,7,success,2,"0,0,506,520;588,0,600,548",1,1,split,1,,101.0438,3,success,2,"606,10,586,529;8,10,588,529",0,0,,2,11.0,0.0371,5,success,2,"606,10,586,529;8,10,588,529",0,0,,2,11.0,0.0393,0,0,0,0,1,0,0
