id,side,h,w,avg_bg,polarity,otsu_t,close_k,n_valid,n_need_recovery,n_will_hough,max_hough_roi_px,scan_wall_s,scan_cpu_s
755541,rev,1440,1500,30.38,BIN,124.0,7,6,5,5,13110,0.374,0.623
755542,obv,1440,1500,29.98,BIN,121.0,7,17,17,17,1260600,0.958,1.627
755542,rev,1440,1500,31.67,BIN,124.0,7,8,8,8,1605744,0.54,0.863
755543,obv,1440,1500,29.87,BIN,128.0,7,14,14,14,1437248,1.09,1.7
755543,rev,1440,1500,28.8,BIN,132.0,7,3,3,3,1402440,0.328,0.501
755544,obv,1440,1500,29.02,BIN,112.0,7,45,45,45,2127000,3.959,5.521
755544,rev,1440,1500,30.26,BIN,122.0,7,9,9,9,1600890,0.702,1.11
755545,obv,1440,1500,29.45,BIN,130.0,7,9,9,9,1188510,0.53,0.907
755545,rev,1440,1500,28.89,BIN,131.0,7,4,3,3,1187760,1.348,1.509
755546,obv,1440,1500,30.84,BIN,130.0,7,21,21,21,1288104,1.01,1.805
755546,rev,1440,1500,28.9,BIN,131.0,7,6,5,5,27360,0.376,0.57
755547,obv,1440,1500,31.24,BIN,125.0,7,6,5,5,26586,0.334,0.569
755547,rev,1440,1500,30.58,BIN,124.0,7,4,3,3,11439,0.224,0.386
755548,obv,1440,1500,31.44,BIN,126.0,7,4,3,3,20125,0.265,0.422
755548,rev,1440,1500,30.02,BIN,127.0,7,3,3,3,1492960,0.237,0.392
755549,obv,1440,1500,30.87,BIN,122.0,7,5,4,4,18375,0.347,0.496
755549,rev,1440,1500,29.17,BIN,124.0,7,9,9,9,1340400,0.45,0.775
755553,obv,1440,1500,96.0,BIN,135.0,7,1,0,0,0,0.112,0.178
755553,rev,1440,1500,96.0,BIN,136.0,7,2,1,1,1736,0.145,0.246
755554,obv,1440,1500,29.03,BIN,127.0,7,1,0,0,0,0.189,0.252
755554,rev,1440,1500,27.87,BIN,125.0,7,2,1,1,14497,0.124,0.215
755556,obv,1440,1500,32.36,BIN,131.0,7,1,0,0,0,0.115,0.181
755556,rev,1440,1500,31.22,BIN,132.0,7,1,0,0,0,0.107,0.171
755557,obv,1440,1500,34.27,BIN,130.0,7,8,8,8,1261744,0.577,0.88
755557,rev,1440,1500,33.77,BIN,128.0,7,1,0,0,0,0.094,0.153
755558,obv,1440,1500,33.54,BIN,128.0,7,2,1,1,1768,0.124,0.219
755558,rev,1440,1500,32.82,BIN,129.0,7,1,0,0,0,0.11,0.183
755559,obv,1440,1500,33.16,BIN,128.0,7,7,7,7,1536358,0.371,0.656
755559,rev,1440,1500,33.0,BIN,128.0,7,1,0,0,0,0.125,0.193
755560,obv,1440,1500,32.08,BIN,127.0,7,9,9,9,1547724,0.439,0.796
755560,rev,1440,1500,31.47,BIN,128.0,7,4,3,3,5000,0.346,0.51
755561,obv,1440,1500,28.99,BIN,126.0,7,5,4,4,20125,0.278,0.488
755561,rev,1440,1500,27.77,BIN,123.0,7,3,2,2,18816,0.269,0.395
755562,obv,1440,1500,29.94,BIN,129.0,7,2,1,1,14525,0.14,0.243
755562,rev,1440,1500,31.19,BIN,128.0,7,1,0,0,0,0.092,0.149
755563,obv,1440,1500,34.3,BIN,126.0,7,11,11,11,1265706,1.323,1.718
755563,rev,1440,1500,33.44,BIN,131.0,7,9,9,9,1443392,1.312,1.557
755564,obv,1440,1500,32.42,BIN,128.0,7,4,3,3,85827,0.285,0.395
755564,rev,1440,1500,33.6,BIN,128.0,7,1,0,0,0,0.154,0.212
755565,obv,1440,1500,31.11,BIN,134.0,7,1,0,0,0,0.127,0.19
755565,rev,1440,1500,30.73,BIN,134.0,7,4,3,3,23230,0.215,0.368
755566,obv,1440,1500,32.51,BIN,124.0,7,1,0,0,0,0.096,0.159
755566,rev,1440,1500,33.55,BIN,122.0,7,1,0,0,0,0.106,0.167
755567,obv,1440,1500,33.63,BIN,124.0,7,11,10,10,23562,0.599,0.987
755567,rev,1440,1500,33.72,BIN,122.0,7,9,8,8,18468,0.487,0.846
755568,obv,1440,1500,31.21,BIN,128.0,7,5,4,4,51471,0.416,0.636
755568,rev,1440,1500,30.9,BIN,122.0,7,5,5,5,1462548,0.383,0.648
755569,obv,1440,1500,30.45,BIN,125.0,7,13,13,13,1639668,0.966,1.563
755569,rev,1440,1500,31.66,BIN,95.0,7,2,2,2,2160000,0.157,0.266
755570,obv,1440,1500,96.0,BIN,132.0,7,1,0,0,0,0.133,0.206
755570,rev,1440,1500,34.46,BIN,129.0,7,1,0,0,0,0.164,0.237
755571,obv,1440,1500,32.39,BIN,128.0,7,2,1,1,39060,0.194,0.299
755571,rev,1440,1500,33.65,BIN,128.0,7,3,2,2,11253,0.243,0.381
755572,obv,1440,1500,32.97,BIN,117.0,7,11,11,11,1630200,0.854,1.257
755572,rev,1440,1500,32.36,BIN,120.0,7,12,12,12,1472540,1.185,1.589
755573,obv,1440,1500,32.7,BIN,126.0,7,5,4,4,17563,0.356,0.56
755573,rev,1440,1500,31.71,BIN,124.0,7,1,0,0,0,0.155,0.238
755574,obv,1440,1500,29.68,BIN,127.0,7,6,6,6,1370880,0.385,0.663
755574,rev,1440,1500,96.0,BIN,127.0,7,2,1,1,2585,0.211,0.314
755575,obv,1440,1500,30.66,BIN,132.0,7,2,1,1,3783,0.18,0.285
755575,rev,1440,1500,30.98,BIN,129.0,7,3,2,2,3445,0.219,0.367
755576,obv,1440,1500,32.32,BIN,119.0,7,12,12,12,1858738,1.215,1.721
755576,rev,1440,1500,31.26,BIN,122.0,7,6,5,5,17820,0.374,0.616
755577,obv,1440,1500,29.19,BIN,128.0,7,2,1,1,87360,0.239,0.37
755577,rev,1440,1500,30.01,BIN,126.0,7,5,4,4,7008,0.394,0.636
755578,obv,1440,1500,32.44,BIN,124.0,7,2,1,1,2765,0.159,0.286
755578,rev,1440,1500,32.25,BIN,123.0,7,3,2,2,102960,0.218,0.382
755579,obv,1440,1500,33.19,BIN,135.0,7,5,4,4,28320,0.354,0.605
755579,rev,1440,1500,31.58,BIN,131.0,7,2,1,1,8051,0.177,0.302
755580,obv,1440,1500,29.75,BIN,126.0,7,6,5,5,98550,0.418,0.679
755580,rev,1440,1500,29.43,BIN,125.0,7,4,3,3,114444,0.36,0.531
755581,obv,1440,1500,32.25,BIN,123.0,7,12,12,12,1464496,0.562,1.014
755581,rev,1440,1500,31.68,BIN,125.0,7,8,8,8,1440465,0.458,0.769
755582,obv,1440,1500,96.0,BIN,136.0,7,1,0,0,0,0.183,0.227
755582,rev,1440,1500,96.0,BIN,137.0,7,3,2,2,24752,0.179,0.314
755583,obv,1440,1500,32.97,BIN,131.0,7,1,0,0,0,0.119,0.193
755583,rev,1440,1500,32.55,BIN,130.0,7,2,1,1,6204,0.146,0.246
755584,obv,1440,1500,31.89,BIN,125.0,7,10,10,10,1761984,0.782,1.167
755584,rev,1440,1500,31.33,BIN,123.0,7,14,14,14,1278000,0.924,1.38
755585,obv,1440,1500,32.81,BIN,125.0,7,2,1,1,4300,0.899,1.001
755585,rev,1440,1500,33.44,BIN,120.0,7,4,3,3,14365,0.3,0.457
755586,obv,1440,1500,30.32,BIN,124.0,7,11,11,11,1682694,0.595,1.06
755586,rev,1440,1500,30.17,BIN,122.0,7,13,13,13,1506132,0.579,1.085
755587,obv,1440,1500,29.55,BIN,129.0,7,8,8,8,1455612,0.431,0.795
755587,rev,1440,1500,29.91,BIN,126.0,7,4,3,3,11088,0.309,0.48
755588,obv,1440,1500,30.49,BIN,124.0,7,5,4,4,62556,0.41,0.613
755588,rev,1440,1500,30.2,BIN,122.0,7,9,8,8,59985,0.639,1.017
755589,obv,1440,1500,31.04,BIN,131.0,7,6,5,5,64960,0.355,0.601
755589,rev,1440,1500,30.81,BIN,130.0,7,4,3,3,55461,0.23,0.415
755590,obv,1440,1500,32.56,BIN,132.0,7,7,7,7,1420860,0.521,0.781
755590,rev,1440,1500,32.93,BIN,130.0,7,3,2,2,5734,0.203,0.348
755591,obv,1440,1500,30.22,BIN,129.0,7,1,0,0,0,0.135,0.203
755591,rev,1440,1500,31.04,BIN,126.0,7,3,3,3,1498750,0.378,0.53
755592,obv,1440,1500,32.85,BIN,130.0,7,3,2,2,6408,0.203,0.345
755592,rev,1440,1500,32.17,BIN,128.0,7,6,5,5,20336,0.653,0.898
755593,obv,1440,1500,30.38,BIN,125.0,7,5,5,5,1595026,1.457,1.984
755593,rev,1440,1500,31.03,BIN,129.0,7,2,1,1,13650,0.612,0.889
755594,obv,1440,1500,30.17,BIN,133.0,7,1,0,0,0,0.383,0.522
755594,rev,1440,1500,32.35,BIN,125.0,7,2,1,1,45024,0.548,0.871
755595,obv,1440,1500,32.51,BIN,132.0,7,11,11,11,1430092,3.442,4.549
755595,rev,1440,1500,32.67,BIN,133.0,7,11,11,11,1442365,1.737,2.683
755596,obv,1440,1500,36.02,BIN,132.0,7,2,2,2,1515261,0.427,0.64
755596,rev,1440,1500,34.01,BIN,134.0,7,1,0,0,0,0.084,0.133
755597,obv,1440,1500,29.56,BIN,124.0,7,4,4,4,1872225,1.367,1.537
755597,rev,1440,1500,28.65,BIN,122.0,7,7,7,7,1935024,0.564,0.837
755598,obv,1440,1500,30.94,BIN,121.0,7,12,12,12,1548344,0.588,1.014
755598,rev,1440,1500,29.89,BIN,123.0,7,10,10,10,1448832,0.432,0.804
755599,obv,1440,1500,30.55,BIN,126.0,7,12,12,12,1714875,1.263,1.675
755599,rev,1440,1500,29.83,BIN,126.0,7,2,1,1,2009,0.162,0.258
755600,obv,1440,1500,31.23,BIN,121.0,7,18,18,18,1840488,0.97,1.589
755600,rev,1440,1500,32.86,BIN,119.0,7,5,5,5,1991820,0.578,0.79
755601,obv,1440,1500,28.92,BIN,134.0,7,3,2,2,40836,0.214,0.348
755601,rev,1440,1500,28.62,BIN,135.0,7,3,3,3,1279904,0.602,0.754
755602,obv,1440,1500,30.4,BIN,127.0,7,21,21,21,1444446,1.5,2.145
755602,rev,1440,1500,30.51,BIN,126.0,7,16,16,16,1292193,0.908,1.436
755603,obv,1440,1500,29.95,BIN,127.0,7,8,8,8,1626768,0.587,0.99
755603,rev,1440,1500,27.82,BIN,129.0,7,9,9,9,1547095,0.695,1.088
755604,obv,1440,1500,96.0,BIN,136.0,7,4,3,3,12580,0.236,0.41
755604,rev,1440,1500,96.0,BIN,134.0,7,1,0,0,0,0.157,0.23
755605,obv,1440,1500,29.25,BIN,134.0,7,6,6,6,1237566,0.587,0.902
755605,rev,1440,1500,28.76,BIN,132.0,7,9,8,8,1177216,0.713,1.025
755606,obv,1440,1500,33.44,BIN,113.0,7,35,35,35,2098500,1.858,3.144
755606,rev,1440,1500,33.09,BIN,124.0,7,14,14,14,1212480,2.171,2.686
755607,obv,1440,1500,27.66,BIN,129.0,7,8,8,8,1201965,0.563,0.899
755607,rev,1440,1500,27.62,BIN,131.0,7,17,16,16,656632,0.857,1.474
755608,obv,1440,1500,31.1,BIN,129.0,7,5,5,5,1452724,0.782,1.011
755608,rev,1440,1500,31.8,BIN,129.0,7,15,15,15,1497500,1.371,1.941
755609,obv,1440,1500,30.28,BIN,124.0,7,10,10,10,1407726,0.668,1.078
755609,rev,1440,1500,30.39,BIN,117.0,7,10,10,10,1768314,1.886,2.298
755610,obv,1440,1500,31.34,BIN,136.0,7,7,6,6,28462,0.367,0.601
755610,rev,1440,1500,30.41,BIN,136.0,7,15,13,13,1423168,1.088,1.467
755611,obv,1440,1500,29.69,BIN,125.0,7,9,9,9,1415484,0.94,1.282
755611,rev,1440,1500,30.47,BIN,123.0,7,6,6,6,1496712,0.502,0.748
755612,obv,1440,1500,96.0,BIN,133.0,7,2,1,1,4715,0.221,0.311
755612,rev,1440,1500,96.0,BIN,134.0,7,1,0,0,0,0.122,0.186
755613,obv,1440,1500,96.0,BIN,138.0,7,1,0,0,0,0.155,0.224
755613,rev,1440,1500,214.72,INV,138.0,7,1,0,0,0,0.088,0.163
755614,obv,1440,1500,213.71,INV,138.0,7,1,0,0,0,0.081,0.147
755614,rev,1440,1500,214.54,INV,139.0,7,1,0,0,0,0.085,0.153
755615,obv,1440,1500,33.08,BIN,121.0,7,10,10,10,1793836,0.666,1.062
755615,rev,1440,1500,33.48,BIN,121.0,7,12,11,11,1904768,1.221,1.674
755616,obv,1440,1500,96.0,BIN,136.0,7,1,0,0,0,0.142,0.214
755616,rev,1440,1500,96.0,BIN,135.0,7,2,1,1,14162,0.176,0.264
755617,obv,1440,1500,215.77,INV,135.0,7,1,0,0,0,0.078,0.14
755617,rev,1440,1500,218.5,INV,135.0,7,1,0,0,0,0.087,0.16
755618,obv,1440,1500,213.98,INV,138.0,7,1,0,0,0,0.091,0.16
755618,rev,1440,1500,213.36,INV,139.0,7,1,0,0,0,0.1,0.171
755619,obv,1440,1500,225.77,INV,132.0,7,1,0,0,0,0.105,0.179
755619,rev,1440,1500,224.06,INV,133.0,7,1,0,0,0,0.134,0.179
755620,obv,1440,1500,29.76,BIN,126.0,7,16,16,16,1613240,0.874,1.439
755620,rev,1440,1500,31.4,BIN,126.0,7,9,9,9,1454432,1.136,1.481
755621,obv,1440,1500,32.69,BIN,117.0,7,13,13,13,1972236,1.021,1.58
755621,rev,1440,1500,31.67,BIN,100.0,7,2,2,2,2160000,0.22,0.344
755622,obv,1440,1500,29.64,BIN,120.0,7,13,13,13,1861275,1.439,1.947
755622,rev,1440,1500,27.9,BIN,124.0,7,9,9,9,1895865,0.995,1.346
755624,obv,1440,1500,27.23,BIN,115.0,7,16,15,15,2116500,0.843,1.392
755624,rev,1440,1500,31.18,BIN,116.0,7,7,7,7,2077614,0.596,0.858
755625,obv,1440,1500,31.87,BIN,120.0,7,4,4,4,1994648,0.533,0.672
755625,rev,1440,1500,34.04,BIN,124.0,7,8,8,8,1857410,0.644,0.943
755626,obv,1440,1500,33.01,BIN,121.0,7,6,5,5,1782940,1.14,1.313
755626,rev,1440,1500,31.41,BIN,121.0,7,10,9,9,1895859,1.563,1.916
755627,obv,1440,1500,29.98,BIN,117.0,7,4,4,4,2085000,0.482,0.66
755627,rev,1440,1500,30.57,BIN,107.0,7,5,5,5,2152500,0.965,1.149
755628,obv,1440,1500,29.14,BIN,121.0,7,13,12,12,1977135,1.405,1.861
755628,rev,1440,1500,31.28,BIN,114.0,7,18,18,18,2007000,1.583,2.19
755630,obv,1440,1500,31.64,BIN,114.0,7,24,24,24,2089500,2.135,2.87
755630,rev,1440,1500,30.86,BIN,112.0,7,37,37,37,2095500,2.136,3.362
755631,obv,1440,1500,32.53,BIN,112.0,7,44,44,44,2113500,3.421,4.874
755631,rev,1440,1500,32.14,BIN,112.0,7,39,39,39,1872000,2.451,3.663
755632,obv,1440,1500,31.53,BIN,131.0,7,10,10,10,1288980,1.293,1.669
755632,rev,1440,1500,31.72,BIN,135.0,7,6,5,5,17340,0.48,0.72
755634,obv,1440,1500,32.99,BIN,103.0,7,8,8,8,2151000,0.593,0.886
755634,rev,1440,1500,32.71,BIN,128.0,7,9,9,9,1485792,0.452,0.806
755635,obv,1440,1500,30.53,BIN,120.0,7,8,7,7,1784135,1.355,1.637
755635,rev,1440,1500,30.93,BIN,121.0,7,15,14,14,965461,1.308,1.794
755636,obv,1440,1500,31.66,BIN,117.0,7,7,7,7,1777256,1.261,1.539
755636,rev,1440,1500,32.63,BIN,112.0,7,40,40,40,2001000,1.923,3.194
755637,obv,1440,1500,30.76,BIN,115.0,7,17,17,17,2103000,1.07,1.661
755637,rev,1440,1500,31.29,BIN,115.0,7,14,14,14,2097000,1.739,2.181
755638,obv,1440,1500,29.54,BIN,116.0,7,6,6,6,2094000,0.613,0.811
755638,rev,1440,1500,30.03,BIN,120.0,7,16,16,16,1573581,0.747,1.288
755639,obv,1440,1500,30.59,BIN,109.0,7,19,18,18,2130000,6.467,7.048
755639,rev,1440,1500,31.15,BIN,115.0,7,14,13,13,2094000,1.122,1.575
755640,obv,1440,1500,31.87,BIN,112.0,7,44,44,44,2125500,2.828,4.411
755640,rev,1440,1500,30.8,BIN,128.0,7,7,7,7,1520640,0.398,0.726
755641,obv,1440,1500,29.84,BIN,119.0,7,5,5,5,1982200,0.997,1.217
755641,rev,1440,1500,29.92,BIN,123.0,7,13,12,12,1139193,0.849,1.3
755642,obv,1440,1500,31.74,BIN,107.0,7,4,4,4,2160000,0.743,0.901
755642,rev,1440,1500,31.63,BIN,107.0,7,5,5,5,2121000,1.131,1.301
755643,obv,1440,1500,30.11,BIN,124.0,7,11,11,11,1669263,0.684,1.12
755643,rev,1440,1500,30.81,BIN,125.0,7,9,8,8,262944,0.544,0.873
755644,obv,1440,1500,33.42,BIN,106.0,7,5,5,5,2160000,0.545,0.756
755644,rev,1440,1500,32.44,BIN,103.0,7,4,4,4,2160000,0.512,0.714
755645,obv,1440,1500,31.21,BIN,124.0,7,6,5,5,18327,0.543,0.765
755645,rev,1440,1500,31.07,BIN,121.0,7,8,7,7,22326,0.362,0.667
755653,obv,1440,1500,29.44,BIN,120.0,7,11,11,11,1705611,0.49,0.898
755653,rev,1440,1500,29.63,BIN,119.0,7,11,10,10,1008098,1.027,1.398
755654,obv,1440,1500,215.01,INV,134.0,7,1,0,0,0,0.078,0.145
755654,rev,1440,1500,214.2,INV,133.0,7,1,0,0,0,0.081,0.143
755656,obv,1440,1500,29.11,BIN,125.0,7,9,9,9,1424100,0.543,0.835
755656,rev,1440,1500,34.0,BIN,124.0,7,6,6,6,1264200,0.671,0.897
755657,obv,1440,1500,33.79,BIN,117.0,7,10,10,10,1935990,0.813,1.144
755657,rev,1440,1500,33.78,BIN,111.0,7,46,46,46,2001000,3.378,4.796
755658,obv,1440,1500,32.7,BIN,120.0,7,6,6,6,1955100,0.553,0.805
755658,rev,1440,1500,30.39,BIN,126.0,7,9,9,9,1684704,0.57,0.896
755659,obv,1440,1500,30.9,BIN,120.0,7,11,11,11,1914625,1.396,1.803
755659,rev,1440,1500,29.6,BIN,122.0,7,9,9,9,1631406,0.55,0.896
755660,obv,1440,1500,96.0,BIN,130.0,7,1,0,0,0,0.106,0.165
755660,rev,1440,1500,96.0,BIN,133.0,7,1,0,0,0,0.27,0.31
755661,obv,1440,1500,31.38,BIN,127.0,7,1,1,1,1487104,0.519,0.6
755661,rev,1440,1500,30.59,BIN,128.0,7,3,2,2,48501,0.243,0.376
755669,obv,1440,1500,33.56,BIN,127.0,7,5,4,4,1541913,0.681,0.879
755669,rev,1440,1500,32.99,BIN,128.0,7,5,3,3,1579949,0.548,0.708
755670,obv,1440,1500,33.05,BIN,125.0,7,7,7,7,1669200,1.512,1.826
755670,rev,1440,1500,30.44,BIN,129.0,7,9,9,9,1603950,0.383,0.751
755673,obv,1440,1500,30.68,BIN,133.0,7,9,9,9,1427814,0.742,1.086
755673,rev,1440,1500,31.15,BIN,135.0,7,4,4,4,1425632,0.208,0.387
755675,obv,1440,1500,32.97,BIN,116.0,7,15,15,15,1756894,0.939,1.4
755675,rev,1440,1500,32.24,BIN,123.0,7,1,0,0,0,0.121,0.192
755676,obv,1440,1500,31.47,BIN,108.0,7,12,12,12,2089500,5.772,6.133
755676,rev,1440,1500,32.75,BIN,102.0,7,5,5,5,2160000,0.523,0.745
755677,obv,1440,1500,32.74,BIN,128.0,7,10,10,10,1580604,0.454,0.836
755677,rev,1440,1500,32.3,BIN,126.0,7,4,4,4,1548724,0.526,0.708
755678,obv,1440,1500,33.66,BIN,135.0,7,26,26,26,1536340,1.147,1.972
755678,rev,1440,1500,31.57,BIN,135.0,7,2,1,1,3888,0.225,0.321
755679,obv,1440,1500,31.38,BIN,134.0,7,3,2,2,14790,0.202,0.322
755679,rev,1440,1500,30.84,BIN,137.0,7,2,1,1,1936,0.149,0.252
755680,obv,1440,1500,32.66,BIN,132.0,7,8,8,8,1480605,0.378,0.685
755680,rev,1440,1500,33.73,BIN,131.0,7,5,4,4,7866,0.233,0.42
755681,obv,1440,1500,32.92,BIN,132.0,7,14,14,14,1559805,1.521,2.037
755681,rev,1440,1500,32.05,BIN,130.0,7,6,6,6,1581174,0.299,0.58
755682,obv,1440,1500,32.91,BIN,133.0,7,8,7,7,1464440,0.919,1.214
755682,rev,1440,1500,33.25,BIN,130.0,7,2,2,2,1404904,0.167,0.285
755683,obv,1440,1500,33.75,BIN,120.0,7,18,18,18,1716000,0.936,1.554
755683,rev,1440,1500,34.2,BIN,117.0,7,16,16,16,1716156,1.765,2.254
755684,obv,1440,1500,30.78,BIN,130.0,7,11,11,11,1364124,0.514,0.881
755684,rev,1440,1500,31.67,BIN,128.0,7,15,15,15,1502787,1.689,2.194
755687,obv,1440,1500,31.55,BIN,130.0,7,2,1,1,2691,0.122,0.212
755687,rev,1440,1500,31.71,BIN,130.0,7,2,1,1,22274,0.159,0.258
755688,obv,1440,1500,32.32,BIN,122.0,7,6,6,6,1949915,0.512,0.759
755688,rev,1440,1500,32.11,BIN,127.0,7,17,17,17,1321670,1.193,1.793
755689,obv,1440,1500,30.27,BIN,132.0,7,1,0,0,0,0.107,0.167
755689,rev,1440,1500,32.17,BIN,132.0,7,4,3,3,139612,0.201,0.36
755690,obv,1440,1500,29.22,BIN,130.0,7,3,2,2,139232,0.173,0.293
755690,rev,1440,1500,31.02,BIN,134.0,7,1,0,0,0,0.093,0.16
755691,obv,1440,1500,35.19,BIN,100.0,7,2,2,2,2160000,0.184,0.282
755691,rev,1440,1500,35.22,BIN,99.0,7,3,3,3,2160000,0.222,0.352
755692,obv,1440,1500,32.7,BIN,135.0,7,1,0,0,0,0.097,0.164
755692,rev,1440,1500,33.1,BIN,134.0,7,2,1,1,1330,0.168,0.264
755707,obv,1440,1500,32.6,BIN,127.0,7,19,18,18,1874691,1.742,2.285
755707,rev,1440,1500,31.35,BIN,133.0,7,11,11,11,1385174,1.388,1.811
755708,obv,1440,1500,32.39,BIN,124.0,7,11,11,11,1379784,0.737,1.137
755708,rev,1440,1500,31.05,BIN,118.0,7,19,19,19,1680900,1.106,1.769
755709,obv,1440,1500,35.06,BIN,136.0,7,1,0,0,0,0.102,0.173
755709,rev,1440,1500,96.0,BIN,140.0,7,1,0,0,0,0.196,0.263
755710,obv,1111,529,251.22,INV,164.0,7,1,1,1,587719,0.072,0.107
755710,rev,1111,530,248.78,INV,159.0,7,2,2,2,588830,0.078,0.124
755711,obv,1440,1500,96.0,BIN,137.0,7,1,0,0,0,0.117,0.196
755711,rev,1440,1500,29.29,BIN,135.0,7,2,1,1,9179,0.204,0.32
755712,obv,1440,1500,33.96,BIN,132.0,7,6,6,6,1378195,0.31,0.566
755712,rev,1440,1500,33.45,BIN,130.0,7,11,10,10,160167,0.648,1.104
755713,obv,1440,1500,33.89,BIN,135.0,7,1,0,0,0,0.133,0.222
755713,rev,1440,1500,34.15,BIN,135.0,7,1,0,0,0,0.264,0.343
