house,sale_id,lot_id,lot_number,w,h,blobs_pre_blur,blobs_pre_close,gap_pre_blur,gap_pre_close,circ_pre_close,control.kernel,control.status,control.ndets,control.bboxes,control.hough,control.tcr_triggered,control.tcr_status,control.blobs_post_close,control.gap_post_close,control.seconds,auto.kernel,auto.status,auto.ndets,auto.bboxes,auto.hough,auto.tcr_triggered,auto.tcr_status,auto.blobs_post_close,auto.gap_post_close,auto.seconds,auto.bbox_identical,auto.ndets_delta,control.weld,auto.weld
kuenker,428,736256,1522,2000,697,6,6,704.0,703.21,0.862|0.409,7,success,4,"0,45,649,652;1351,43,649,654;671,197,657,349;953,-3,93,93",0,0,,4,703.21,0.1075,7,success,4,"0,45,649,652;1351,43,649,654;671,197,657,349;953,-3,93,93",0,0,,4,703.21,0.0922,1,0,0,0
kuenker,428,736262,1528,2000,1078,4,4,18.0,18.0,0.809|0.576,7,success,3,"0,68,991,1010;1008,68,992,1010;944,0,110,90",0,0,,3,18.0,0.211,7,success,3,"0,68,991,1010;1008,68,992,1010;944,0,110,90",0,0,,3,18.0,0.2291,1,0,0,0
kuenker,428,736268,1534,2000,1046,4,4,17.26,17.0,0.872|0.893,7,success,3,"1005,67,995,972;0,65,989,981;944,0,110,90",0,0,,3,17.0,0.1937,7,success,3,"1005,67,995,972;0,65,989,981;944,0,110,90",0,0,,3,17.0,0.1868,1,0,0,0
kuenker,428,736274,1540,2000,1058,4,4,16.0,16.0,0.781|0.687,7,success,3,"0,70,994,980;1009,61,991,997;945,0,109,89",0,0,,3,16.0,0.2007,7,success,3,"0,70,994,980;1009,61,991,997;945,0,109,89",0,0,,3,16.0,0.1785,1,0,0,0
kuenker,428,736279,1545,1849,1029,5,4,29.02,29.0,0.698|0.56,7,success,3,"7,98,903,924;938,98,904,923;873,0,102,83",0,0,,3,29.0,0.3245,7,success,3,"7,98,903,924;938,98,904,923;873,0,102,83",0,0,,3,29.0,0.2581,1,0,0,0
kuenker,428,736285,1551,2000,1043,4,5,11.66,12.0,0.827|0.839,7,success,2,"0,0,1005,1043;937,0,1063,1043",1,1,split,2,127.28,89.7637,7,success,2,"0,0,1005,1043;937,0,1063,1043",1,1,split,2,127.28,93.5749,1,0,0,0
kuenker,428,736291,1557,2000,1046,5,5,25.0,26.02,0.174|0.28,7,success,3,"1003,56,997,985;0,50,989,996;953,-4,93,92",0,0,,3,15.03,0.2425,7,success,3,"1003,56,997,985;0,50,989,996;953,-4,93,92",0,0,,3,15.03,0.246,1,0,0,0
kuenker,428,736297,1563,2000,1063,4,4,18.0,17.12,0.737|0.848,7,success,3,"1008,66,992,997;0,66,992,997;944,0,110,90",0,0,,3,17.12,0.2063,7,success,3,"1008,66,992,997;0,66,992,997;944,0,110,90",0,0,,3,17.12,0.195,1,0,0,0
kuenker,428,736303,1569,2000,1068,5,4,24.08,25.96,0.488|0.501,7,success,3,"1010,63,990,997;0,61,992,998;945,0,109,89",0,0,,3,20.0,0.1971,7,success,3,"1010,63,990,997;0,61,992,998;945,0,109,89",0,0,,3,20.0,0.205,1,0,0,0
kuenker,428,736308,1574,2000,696,5,5,703.0,702.02,0.801|0.378,7,success,4,"1348,44,652,652;0,44,647,652;661,196,671,352;953,-3,93,92",0,0,,4,702.0,0.1256,7,success,4,"1348,44,652,652;0,44,647,652;661,196,671,352;953,-3,93,92",0,0,,4,702.0,0.1033,1,0,0,0
kuenker,428,736321,1580,2000,1060,4,4,34.23,35.0,0.74|0.662,7,success,3,"9,62,979,987;1022,60,967,1000;944,0,110,90",0,0,,3,35.0,0.2048,7,success,3,"9,62,979,987;1022,60,967,1000;944,0,110,90",0,0,,3,35.0,0.1882,1,0,0,0
kuenker,428,736334,1586,2000,1052,4,4,16.0,16.0,0.881|0.836,7,success,3,"0,69,995,972;1010,63,990,989;945,0,109,89",0,0,,3,16.0,0.2256,7,success,3,"0,69,995,972;1010,63,990,989;945,0,109,89",0,0,,3,16.0,0.174,1,0,0,0
kuenker,428,736347,1592,2000,1058,4,4,21.0,20.0,0.851|0.763,7,success,3,"0,74,990,984;1008,75,992,976;946,0,107,87",0,0,,3,20.0,0.2069,7,success,3,"0,74,990,984;1008,75,992,976;946,0,107,87",0,0,,3,20.0,0.1821,1,0,0,0
kuenker,428,736360,1598,2000,1055,4,4,16.03,16.49,0.887|0.878,7,success,3,"1006,66,994,984;0,65,991,990;945,0,109,89",0,0,,3,16.49,0.2027,7,success,3,"1006,66,994,984;0,65,991,990;945,0,109,89",0,0,,3,16.49,0.2128,1,0,0,0
kuenker,428,736371,1603,2000,1043,4,4,17.0,17.0,0.804|0.878,7,success,3,"0,65,993,978;1008,65,992,978;945,0,109,89",0,0,,3,17.0,0.1788,7,success,3,"0,65,993,978;1008,65,992,978;945,0,109,89",0,0,,3,17.0,0.2118,1,0,0,0
kuenker,428,736385,1609,2000,1053,4,4,17.0,17.0,0.791|0.776,7,success,3,"1009,67,991,986;0,69,993,977;945,0,108,89",0,0,,3,17.0,0.1734,7,success,3,"1009,67,991,986;0,69,993,977;945,0,108,89",0,0,,3,17.0,0.1869,1,0,0,0
kuenker,428,736398,1615,2000,1056,4,5,22.0,22.09,0.267|0.178,7,success,3,"1017,69,976,987;0,66,996,974;953,-2,92,91",0,0,,3,22.09,0.1924,7,success,3,"1017,69,976,987;0,66,996,974;953,-2,92,91",0,0,,3,22.09,0.2022,1,0,0,0
kuenker,428,736412,1621,2000,1058,4,4,19.03,20.0,0.711|0.309,7,success,3,"0,77,992,981;1010,73,990,985;946,0,107,87",0,0,,3,20.0,0.1954,7,success,3,"0,77,992,981;1010,73,990,985;946,0,107,87",0,0,,3,20.0,0.1999,1,0,0,0
kuenker,428,736425,1627,2000,1057,4,4,19.0,17.0,0.679|0.571,7,success,3,"1008,66,992,984;0,65,992,985;952,-2,94,93",0,0,,3,17.46,0.3058,7,success,3,"1008,66,992,984;0,65,992,985;952,-2,94,93",0,0,,3,17.46,0.2111,1,0,0,0
kuenker,428,736436,1632,2000,1067,4,4,22.02,22.0,0.754|0.755,7,success,3,"0,84,991,976;1011,83,989,979;945,0,109,89",0,0,,3,22.0,0.258,7,success,3,"0,84,991,976;1011,83,989,979;945,0,109,89",0,0,,3,22.0,0.2032,1,0,0,0
kuenker,428,736449,1638,2000,1078,4,4,22.0,22.02,0.855|0.833,7,success,3,"0,88,991,983;1012,88,988,990;944,0,110,90",0,0,,3,22.0,0.212,7,success,3,"0,88,991,983;1012,88,988,990;944,0,110,90",0,0,,3,22.0,0.1723,1,0,0,0
kuenker,428,736462,1644,2000,1053,10,5,18.0,18.0,0.139|0.167,7,success,3,"1010,68,990,985;0,71,993,974;945,0,108,88",0,0,,3,18.44,0.2236,7,success,3,"1010,68,990,985;0,71,993,974;945,0,108,88",0,0,,3,18.44,0.1703,1,0,0,0
kuenker,428,736476,1650,2000,1057,6,5,17.72,18.0,0.322|0.452,7,success,3,"0,61,995,996;1011,64,989,981;945,0,109,89",0,0,,3,18.0,0.1663,7,success,3,"0,61,995,996;1011,64,989,981;945,0,109,89",0,0,,3,18.0,0.2183,1,0,0,0
kuenker,428,736488,1656,1556,865,4,5,29.0,58.0,0.282|0.496,7,success,3,"792,98,757,759;7,97,756,761;734,0,86,71",0,0,,3,30.02,0.2684,7,success,3,"792,98,757,759;7,97,756,761;734,0,86,71",0,0,,3,30.02,0.1958,1,0,0,0
kuenker,428,736500,1661,2000,1085,4,4,23.09,23.02,0.535|0.415,7,success,3,"1013,95,986,985;0,98,991,977;943,0,111,90",0,0,,3,23.02,0.2002,7,success,3,"1013,95,986,985;0,98,991,977;943,0,111,90",0,0,,3,23.02,0.1878,1,0,0,0
kuenker,428,736513,1667,2000,1076,4,4,22.0,22.0,0.876|0.897,7,success,3,"1008,80,992,996;0,82,987,986;944,0,110,90",0,0,,3,22.0,0.2184,7,success,3,"1008,80,992,996;0,82,987,986;944,0,110,90",0,0,,3,22.0,0.1734,1,0,0,0
kuenker,428,736527,1673,2000,1062,4,4,19.0,19.24,0.88|0.877,7,success,3,"1008,71,992,991;0,73,990,981;952,-1,93,92",0,0,,3,19.24,0.1918,7,success,3,"1008,71,992,991;0,73,990,981;952,-1,93,92",0,0,,3,19.24,0.1989,1,0,0,0
kuenker,428,736540,1679,2000,1087,4,5,25.0,24.0,0.684|0.328,7,success,3,"1009,95,984,985;7,98,979,978;952,-2,94,93",0,0,,3,24.19,0.1767,7,success,3,"1009,95,984,985;7,98,979,978;952,-2,94,93",0,0,,3,24.19,0.206,1,0,0,0
kuenker,428,736553,1685,2000,1083,4,4,24.0,24.0,0.677|0.708,7,success,3,"1014,94,986,984;6,96,985,978;944,0,109,90",0,0,,3,24.0,0.1975,7,success,3,"1014,94,986,984;6,96,985,978;944,0,109,90",0,0,,3,24.0,0.2733,1,0,0,0
kuenker,428,736564,1690,2000,1064,4,4,18.0,18.0,0.869|0.847,7,success,3,"0,70,994,994;1011,73,989,984;946,0,107,88",0,0,,3,18.0,0.1829,7,success,3,"0,70,994,994;1011,73,989,984;946,0,107,88",0,0,,3,18.0,0.1585,1,0,0,0
kuenker,428,736578,1696,2000,1061,4,4,18.0,17.0,0.892|0.378,7,success,3,"0,70,992,991;1008,71,992,990;944,0,111,91",0,0,,3,17.0,0.2293,7,success,3,"0,70,992,991;1008,71,992,990;944,0,111,91",0,0,,3,17.0,0.2223,1,0,0,0
kuenker,428,736591,1702,2000,1069,11,4,21.0,21.0,0.88|0.896,7,success,3,"1008,80,992,989;0,81,989,981;944,0,109,89",0,0,,3,21.0,0.2014,7,success,3,"1008,80,992,989;0,81,989,981;944,0,109,89",0,0,,3,21.0,0.177,1,0,0,0
kuenker,428,736604,1708,2000,1060,4,4,19.0,18.0,0.826|0.757,7,success,3,"1008,70,992,990;0,71,991,989;953,-2,92,91",0,0,,3,18.0,0.2148,7,success,3,"1008,70,992,990;0,71,991,989;953,-2,92,91",0,0,,3,18.0,0.2184,1,0,0,0
kuenker,428,736618,1714,2000,1064,4,4,18.0,18.0,0.886|0.894,7,success,3,"0,70,994,994;1011,70,989,989;945,0,108,88",0,0,,3,18.0,0.1641,7,success,3,"0,70,994,994;1011,70,989,989;945,0,108,88",0,0,,3,18.0,0.1412,1,0,0,0
kuenker,428,736631,1720,2000,1092,4,4,23.0,23.0,0.703|0.412,7,success,3,"1011,94,989,993;0,94,989,990;944,0,110,90",0,0,,3,23.0,0.2731,7,success,3,"1011,94,989,993;0,94,989,990;944,0,110,90",0,0,,3,23.0,0.1672,1,0,0,0
kuenker,428,736642,1725,2000,1062,4,4,19.24,19.03,0.807|0.786,7,success,3,"0,70,990,992;1008,71,992,991;955,-1,91,90",0,0,,3,19.03,0.1999,7,success,3,"0,70,990,992;1008,71,992,991;955,-1,91,90",0,0,,3,19.03,0.2079,1,0,0,0
kuenker,428,736656,1731,2000,1084,4,4,24.0,24.0,0.749|0.605,7,success,3,"1012,95,982,983;7,95,982,982;952,-2,94,94",0,0,,3,24.33,0.1927,7,success,3,"1012,95,982,983;7,95,982,982;952,-2,94,94",0,0,,3,24.33,0.2154,1,0,0,0
kuenker,428,736669,1737,2000,1063,4,4,19.0,19.0,0.897|0.897,7,success,3,"0,71,991,992;1009,71,991,992;945,0,108,88",0,0,,3,19.0,0.1761,7,success,3,"0,71,991,992;1009,71,991,992;945,0,108,88",0,0,,3,19.0,0.1632,1,0,0,0
kuenker,428,736682,1743,2000,1061,6,5,31.0,30.15,0.202|0.366,7,success,3,"1008,70,992,991;0,84,990,977;945,0,108,88",0,0,,3,19.0,0.1804,7,success,3,"1008,70,992,991;0,84,990,977;945,0,108,88",0,0,,3,19.0,0.2046,1,0,0,0
kuenker,428,736695,1749,2000,1062,4,4,18.0,19.0,0.729|0.644,7,success,3,"1008,71,992,991;0,73,991,989;944,0,111,90",0,0,,3,18.0,0.1736,7,success,3,"1008,71,992,991;0,73,991,989;944,0,111,90",0,0,,3,18.0,0.1988,1,0,0,0
kuenker,428,736706,1754,2000,1084,4,4,24.08,23.77,0.772|0.774,7,success,3,"1012,95,988,989;0,95,990,983;944,0,110,90",0,0,,3,23.77,0.3477,7,success,3,"1012,95,988,989;0,95,990,983;944,0,110,90",0,0,,3,23.77,0.2589,1,0,0,0
kuenker,428,736719,1760,2000,1062,4,4,19.0,19.0,0.814|0.587,7,success,3,"1008,71,992,991;0,70,990,992;946,0,107,88",0,0,,3,19.0,0.2291,7,success,3,"1008,71,992,991;0,70,990,992;946,0,107,88",0,0,,3,19.0,0.1977,1,0,0,0
kuenker,428,736732,1766,2000,1065,4,4,18.0,18.0,0.807|0.836,7,success,3,"1006,70,994,995;0,74,989,983;946,0,107,88",0,0,,3,18.0,0.2151,7,success,3,"1006,70,994,995;0,74,989,983;946,0,107,88",0,0,,3,18.0,0.2135,1,0,0,0
kuenker,428,736745,1772,2000,1072,4,4,21.0,21.0,0.874|0.502,7,success,3,"1008,82,985,986;0,81,988,984;944,0,110,90",0,0,,3,21.0,0.1943,7,success,3,"1008,82,985,986;0,81,988,984;944,0,110,90",0,0,,3,21.0,0.189,1,0,0,0
kuenker,428,736757,1778,2000,1084,4,4,24.02,24.02,0.808|0.801,7,success,3,"1012,95,985,982;7,94,982,983;944,0,110,90",0,0,,3,24.02,0.1819,7,success,3,"1012,95,985,982;7,94,982,983;944,0,110,90",0,0,,3,24.02,0.169,1,0,0,0
kuenker,428,736769,1783,2000,1082,4,4,24.0,24.0,0.719|0.488,7,success,3,"1,97,988,976;1012,97,981,978;944,0,110,90",0,0,,3,24.0,0.2106,7,success,3,"1,97,988,976;1012,97,981,978;944,0,110,90",0,0,,3,24.0,0.2014,1,0,0,0
kuenker,428,736782,1789,2000,1061,4,4,20.1,20.0,0.614|0.552,7,success,3,"1009,70,991,985;0,70,990,986;945,0,108,88",0,0,,3,20.0,0.231,7,success,3,"1009,70,991,985;0,70,990,986;945,0,108,88",0,0,,3,20.0,0.211,1,0,0,0
kuenker,428,736794,1795,2000,1086,5,4,24.0,24.08,0.697|0.516,7,success,3,"1012,96,987,984;7,96,982,983;944,0,110,90",0,0,,3,24.08,0.3066,7,success,3,"1012,96,987,984;7,96,982,983;944,0,110,90",0,0,,3,24.08,0.1996,1,0,0,0
kuenker,428,736808,1801,2000,1087,4,4,24.02,24.0,0.749|0.703,7,success,3,"1013,96,987,983;3,98,987,980;944,0,111,91",0,0,,3,24.0,0.1769,7,success,3,"1013,96,987,983;3,98,987,980;944,0,111,91",0,0,,3,24.0,0.1543,1,0,0,0
kuenker,428,736821,1807,2000,1061,4,4,18.0,17.0,0.802|0.87,7,success,3,"1007,70,993,991;0,70,991,987;952,-2,92,91",0,0,,3,17.0,0.2336,7,success,3,"1007,70,993,991;0,70,991,987;952,-2,92,91",0,0,,3,17.0,0.1808,1,0,0,0
kuenker,428,736831,1812,2000,1082,4,4,24.0,24.0,0.812|0.848,7,success,3,"1011,95,982,980;8,96,980,976;944,0,110,90",0,0,,3,24.0,0.2349,7,success,3,"1011,95,982,980;8,96,980,976;944,0,110,90",0,0,,3,24.0,0.1847,1,0,0,0
kuenker,428,736844,1818,2000,1084,4,4,25.02,24.19,0.678|0.346,7,success,3,"1013,95,987,983;3,97,987,977;943,0,111,90",0,0,,3,24.19,0.17,7,success,3,"1013,95,987,983;3,97,987,977;943,0,111,90",0,0,,3,24.19,0.151,1,0,0,0
kuenker,428,736857,1824,2000,1085,4,4,24.19,24.19,0.764|0.762,7,success,3,"1013,94,987,984;7,96,983,981;952,-2,94,92",0,0,,3,24.19,0.189,7,success,3,"1013,94,987,984;7,96,983,981;952,-2,94,92",0,0,,3,24.19,0.2639,1,0,0,0
kuenker,428,736870,1830,2000,1063,4,4,18.0,18.0,0.581|0.634,7,success,3,"0,71,991,985;1008,77,992,986;945,0,108,88",0,0,,3,19.0,0.2329,7,success,3,"0,71,991,985;1008,77,992,986;945,0,108,88",0,0,,3,19.0,0.2026,1,0,0,0
kuenker,428,736882,1836,2000,1088,5,5,24.0,23.02,0.509|0.288,7,success,3,"1012,96,988,986;1,97,990,983;943,0,111,91",0,0,,3,23.02,0.1862,7,success,3,"1012,96,988,986;1,97,990,983;943,0,111,91",0,0,,3,23.02,0.1311,1,0,0,0
kuenker,428,736893,1841,2000,1082,4,4,25.0,23.19,0.758|0.774,7,success,3,"0,95,990,980;1012,94,985,983;944,0,110,90",0,0,,3,23.19,0.1391,7,success,3,"0,95,990,980;1012,94,985,983;944,0,110,90",0,0,,3,23.19,0.173,1,0,0,0
kuenker,428,736907,1847,2000,1087,5,6,24.02,24.0,0.605|0.686,7,success,3,"7,95,982,984;1012,96,987,984;944,0,111,91",0,0,,3,24.0,0.198,7,success,3,"7,95,982,984;1012,96,987,984;944,0,111,91",0,0,,3,24.0,0.157,1,0,0,0
kuenker,428,736919,1853,2000,1060,6,4,20.0,20.0,0.758|0.582,7,success,3,"0,71,991,989;1010,72,983,981;952,-2,94,93",0,0,,3,20.0,0.211,7,success,3,"0,71,991,989;1010,72,983,981;952,-2,94,93",0,0,,3,20.0,0.2488,1,0,0,0
kuenker,428,736934,1859,2000,1062,4,4,19.0,19.92,0.827|0.865,7,success,3,"1012,69,988,993;0,72,994,982;945,0,109,89",0,0,,3,19.92,0.361,7,success,3,"1012,69,988,993;0,72,994,982;945,0,109,89",0,0,,3,19.92,0.336,1,0,0,0
kuenker,428,736946,1865,2000,1062,4,4,20.0,19.0,0.803|0.71,7,success,3,"1008,70,992,992;0,71,990,991;953,-3,92,91",0,0,,3,19.92,0.2454,7,success,3,"1008,70,992,992;0,71,990,991;953,-3,92,91",0,0,,3,19.92,0.2214,1,0,0,0
kuenker,428,736957,1870,2000,1086,4,4,24.0,24.0,0.871|0.706,7,success,3,"7,96,983,983;1013,94,987,984;944,0,109,90",0,0,,3,24.0,0.1913,7,success,3,"7,96,983,983;1013,94,987,984;944,0,109,90",0,0,,3,24.0,0.1776,1,0,0,0
kuenker,428,736971,1876,2000,1073,4,4,22.0,21.1,0.896|0.47,7,success,3,"0,81,989,992;1009,82,991,984;952,-3,94,93",0,0,,3,21.1,0.1655,7,success,3,"0,81,989,992;1009,82,991,984;952,-3,94,93",0,0,,3,21.1,0.1988,1,0,0,0
kuenker,428,736984,1882,2000,1062,4,4,19.0,19.03,0.862|0.519,7,success,3,"1008,70,992,992;0,71,990,984;946,0,107,88",0,0,,3,19.03,0.2013,7,success,3,"1008,70,992,992;0,71,990,984;946,0,107,88",0,0,,3,19.03,0.2144,1,0,0,0
kuenker,428,736997,1888,2000,1062,6,6,20.0,20.0,0.852|0.788,7,success,3,"1007,70,986,992;7,77,982,978;952,0,95,93",0,0,,3,19.0,0.1781,7,success,3,"1007,70,986,992;7,77,982,978;952,0,95,93",0,0,,3,19.0,0.2328,1,0,0,0
kuenker,428,737010,1894,2000,1083,4,4,27.07,26.0,0.837|0.251,7,success,3,"1013,94,986,984;6,96,984,979;944,0,110,90",0,0,,3,24.19,0.3152,7,success,3,"1013,94,986,984;6,96,984,979;944,0,110,90",0,0,,3,24.19,0.254,1,0,0,0
kuenker,428,737021,1899,2000,1062,4,4,18.25,19.0,0.659|0.489,7,success,3,"0,74,991,988;1008,72,992,990;954,-3,92,90",0,0,,3,19.0,0.1648,7,success,3,"0,74,991,988;1008,72,992,990;954,-3,92,90",0,0,,3,19.0,0.1896,1,0,0,0
kuenker,428,737035,1905,2000,1062,4,4,19.0,19.0,0.872|0.425,7,success,3,"1008,71,992,988;0,71,990,983;944,0,111,90",0,0,,3,19.03,0.2133,7,success,3,"1008,71,992,988;0,71,990,983;944,0,111,90",0,0,,3,19.03,0.1954,1,0,0,0
kuenker,428,737048,1911,2000,1073,4,4,20.0,20.0,0.89|0.863,7,success,3,"7,81,986,992;1012,85,988,980;946,0,107,87",0,0,,3,20.0,0.1609,7,success,3,"7,81,986,992;1012,85,988,980;946,0,107,87",0,0,,3,20.0,0.1571,1,0,0,0
kuenker,428,737062,1917,2000,1062,4,4,18.0,18.0,0.887|0.614,7,success,3,"0,70,992,992;1009,72,991,990;954,-3,91,91",0,0,,3,18.0,0.1571,7,success,3,"0,70,992,992;1009,72,991,990;954,-3,91,91",0,0,,3,18.0,0.179,1,0,0,0
kuenker,428,737074,1923,1642,908,4,4,25.0,23.77,0.542|0.578,7,success,3,"832,98,803,803;7,98,803,801;775,0,92,75",0,0,,3,23.77,0.1146,7,success,3,"832,98,803,803;7,98,803,801;775,0,92,75",0,0,,3,23.77,0.0905,1,0,0,0
kuenker,428,737084,1928,1636,902,4,4,24.0,24.0,0.829|0.822,7,success,3,"829,98,800,797;0,97,806,798;774,0,87,71",0,0,,3,24.0,0.1136,7,success,3,"829,98,800,797;0,97,806,798;774,0,87,71",0,0,,3,24.0,0.2636,1,0,0,0
kuenker,428,737096,1934,1638,904,5,5,26.31,25.0,0.19|0.226,7,success,3,"7,104,799,792;830,102,801,795;779,-1,77,76",0,0,,3,25.02,0.2023,7,success,3,"7,104,799,792;830,102,801,795;779,-1,77,76",0,0,,3,25.02,0.1125,1,0,0,0
kuenker,428,737108,1940,1432,802,6,5,24.19,24.0,0.462|0.193,7,success,3,"9,96,696,699;728,97,701,697;678,0,76,62",0,0,,3,24.0,0.1146,7,success,3,"9,96,696,699;728,97,701,697;678,0,76,62",0,0,,3,24.0,0.0751,1,0,0,0
kuenker,428,737119,1946,1424,798,4,4,25.0,25.0,0.788|0.727,7,success,3,"724,99,700,699;0,99,701,692;675,-1,70,69",0,0,,3,24.0,0.0791,7,success,3,"724,99,700,699;0,99,701,692;675,-1,70,69",0,0,,3,24.0,0.0681,1,0,0,0
kuenker,428,737130,1952,1637,904,4,4,23.0,23.0,0.889|0.761,7,success,3,"830,98,807,806;0,97,808,800;778,-1,77,76",0,0,,3,23.0,0.0972,7,success,3,"830,98,807,806;0,97,808,800;778,-1,77,76",0,0,,3,23.0,0.193,1,0,0,0
kuenker,428,737143,1958,1642,907,6,4,25.0,23.0,0.878|0.705,7,success,3,"6,98,804,802;832,98,802,802;775,0,92,75",0,0,,3,23.0,0.1319,7,success,3,"6,98,804,802;832,98,802,802;775,0,92,75",0,0,,3,23.0,0.2186,1,0,0,0
kuenker,428,737153,1963,1648,908,4,4,25.0,25.0,0.599|0.328,7,success,3,"836,101,812,799;7,102,805,799;778,0,92,75",0,0,,3,25.0,0.0958,7,success,3,"836,101,812,799;7,102,805,799;778,0,92,75",0,0,,3,25.0,0.1301,1,0,0,0
kuenker,428,737165,1969,1644,909,4,4,25.32,24.0,0.35|0.292,7,success,3,"7,99,804,803;834,102,803,800;776,0,92,75",0,0,,3,24.0,0.1126,7,success,3,"7,99,804,803;834,102,803,800;776,0,92,75",0,0,,3,24.0,0.1035,1,0,0,0
kuenker,428,737177,1975,1416,796,7,4,36.06,23.0,0.494|0.322,7,success,3,"719,98,697,689;0,98,697,691;673,-2,69,67",0,0,,3,23.0,0.1556,7,success,3,"719,98,697,689;0,98,697,691;673,-2,69,67",0,0,,3,23.0,0.0884,1,0,0,0
kuenker,428,737188,1981,1644,908,4,4,24.0,25.0,0.706|0.673,7,success,3,"7,99,804,809;834,96,810,805;776,0,92,75",0,0,,3,25.0,0.1826,7,success,3,"7,99,804,809;834,96,810,805;776,0,92,75",0,0,,3,25.0,0.1071,1,0,0,0
kuenker,428,737200,1987,1427,800,11,4,24.0,24.02,0.778|0.511,7,success,3,"7,101,695,692;725,102,695,691;677,-1,68,67",0,0,,3,24.02,0.1591,7,success,3,"7,101,695,692;725,102,695,691;677,-1,68,67",0,0,,3,24.02,0.16,1,0,0,0
kuenker,428,737210,1992,1252,712,5,4,28.0,28.0,0.851|0.638,7,success,3,"638,98,614,607;8,97,607,607;594,-1,61,61",0,0,,3,24.0,0.1204,7,success,3,"638,98,614,607;8,97,607,607;594,-1,61,61",0,0,,3,24.0,0.0753,1,0,0,0
kuenker,428,737221,1998,1256,712,4,4,25.0,26.0,0.7|0.59,7,success,3,"7,96,609,609;640,98,615,614;597,-1,60,60",0,0,,3,25.0,0.063,7,success,3,"7,96,609,609;640,98,615,614;597,-1,60,60",0,0,,3,25.0,0.0746,1,0,0,0
kuenker,428,737234,2004,1638,904,4,4,25.0,25.0,0.711|0.872,7,success,3,"0,96,809,801;833,97,805,800;779,0,76,74",0,0,,3,25.0,0.1018,7,success,3,"0,96,809,801;833,97,805,800;779,0,76,74",0,0,,3,25.0,0.0937,1,0,0,0
kuenker,428,737246,2010,1642,908,5,4,25.08,24.08,0.759|0.494,7,success,3,"832,99,803,802;0,100,809,800;779,-1,82,80",0,0,,3,24.08,0.0916,7,success,3,"832,99,803,802;0,100,809,800;779,-1,82,80",0,0,,3,24.08,0.1171,1,0,0,0
kuenker,428,737257,2016,1426,800,4,4,25.0,25.02,0.477|0.287,7,success,3,"724,96,702,696;0,105,700,687;678,-1,68,67",0,0,,3,25.02,0.094,7,success,3,"724,96,702,696;0,105,700,687;678,-1,68,67",0,0,,3,25.02,0.0887,1,0,0,0
kuenker,428,737267,2021,1423,796,8,4,33.0,30.15,0.223|0.277,7,success,3,"7,96,691,693;722,97,701,693;676,-1,69,68",0,0,,3,25.32,0.1024,7,success,3,"7,96,691,693;722,97,701,693;676,-1,69,68",0,0,,3,25.32,0.0841,1,0,0,0
kuenker,428,737279,2027,1425,798,5,5,25.0,25.0,0.32|0.358,7,success,3,"724,100,694,690;7,99,693,684;674,0,76,62",0,0,,3,25.0,0.0728,7,success,3,"724,100,694,690;7,99,693,684;674,0,76,62",0,0,,3,25.0,0.0888,1,0,0,0
kuenker,428,737291,2033,1663,918,4,4,24.33,25.0,0.811|0.88,7,success,3,"843,97,820,814;6,98,814,811;785,0,92,75",0,0,,3,25.0,0.1012,7,success,3,"843,97,820,814;6,98,814,811;785,0,92,75",0,0,,3,25.0,0.1191,1,0,0,0
kuenker,428,737302,2039,1453,815,5,4,24.0,24.0,0.567|0.897,7,success,3,"739,97,707,711;7,101,709,703;693,-1,66,64",0,0,,3,24.0,0.0711,7,success,3,"739,97,707,711;7,101,709,703;693,-1,66,64",0,0,,3,24.0,0.093,1,0,0,0
kuenker,428,737314,2045,1637,904,4,4,27.02,27.0,0.59|0.587,7,success,3,"0,97,806,799;832,97,805,800;777,-1,78,77",0,0,,3,27.0,0.1508,7,success,3,"0,97,806,799;832,97,805,800;777,-1,78,77",0,0,,3,27.0,0.2415,1,0,0,0
kuenker,428,737324,2050,1425,800,4,4,28.0,26.0,0.697|0.589,7,success,3,"0,96,701,697;726,96,692,696;677,-1,68,68",0,0,,3,26.0,0.1473,7,success,3,"0,96,701,697;726,96,692,696;677,-1,68,68",0,0,,3,26.0,0.0957,1,0,0,0
kuenker,428,737336,2056,1423,798,4,4,26.31,26.0,0.774|0.634,7,success,3,"7,96,693,695;725,97,691,701;677,-2,67,67",0,0,,3,26.0,0.1819,7,success,3,"7,96,693,695;725,97,691,701;677,-2,67,67",0,0,,3,26.0,0.1241,1,0,0,0
kuenker,428,737347,2062,1635,904,5,5,29.41,30.0,0.32|0.237,7,success,3,"5,97,798,800;829,99,799,797;773,0,87,71",0,0,,3,28.07,0.0962,7,success,3,"5,97,798,800;829,99,799,797;773,0,87,71",0,0,,3,28.07,0.1217,1,0,0,0
kuenker,428,737360,2068,1639,904,4,4,26.0,24.0,0.661|0.787,7,success,3,"829,96,803,803;7,97,799,799;778,-2,78,77",0,0,,3,24.0,0.1132,7,success,3,"829,96,803,803;7,97,799,799;778,-2,78,77",0,0,,3,24.0,0.1042,1,0,0,0
kuenker,428,737371,2074,1638,905,4,4,25.0,24.0,0.734|0.76,7,success,3,"7,98,801,799;831,97,800,800;775,0,87,71",0,0,,3,24.0,0.1051,7,success,3,"7,98,801,799;831,97,800,800;775,0,87,71",0,0,,3,24.0,0.1001,1,0,0,0
