id,side,off_value,off_bg_type,on_value,on_bg_type,ring_truth,off_err,on_err,off_thresh,on_thresh,crosses_110,value_changed
755508,full,29.834,dark,75.0,dark,77.885,-48.052,-2.885,BINARY,BINARY,False,True
755509,full,33.671,dark,75.0,dark,77.885,-44.214,-2.885,BINARY,BINARY,False,True
755510,full,32.447,dark,75.0,dark,77.885,-45.438,-2.885,BINARY,BINARY,False,True
755511,full,30.615,dark,75.0,dark,77.885,-47.271,-2.885,BINARY,BINARY,False,True
755512,full,31.379,dark,75.0,dark,77.885,-46.506,-2.885,BINARY,BINARY,False,True
755513,full,32.997,dark,75.0,dark,77.885,-44.888,-2.885,BINARY,BINARY,False,True
755514,full,30.727,dark,75.0,dark,77.885,-47.158,-2.885,BINARY,BINARY,False,True
755515,full,29.541,dark,75.0,dark,77.885,-48.344,-2.885,BINARY,BINARY,False,True
755516,full,30.354,dark,75.0,dark,77.885,-47.531,-2.885,BINARY,BINARY,False,True
755517,full,31.875,dark,75.0,dark,77.885,-46.011,-2.885,BINARY,BINARY,False,True
755518,full,31.165,dark,75.0,dark,77.885,-46.72,-2.885,BINARY,BINARY,False,True
755519,full,31.737,dark,75.0,dark,77.885,-46.149,-2.885,BINARY,BINARY,False,True
755521,full,96.0,mixed,75.0,dark,77.885,18.115,-2.885,BINARY,BINARY,False,True
755523,full,31.89,dark,75.0,dark,77.885,-45.996,-2.885,BINARY,BINARY,False,True
755524,full,33.13,dark,75.0,dark,77.885,-44.756,-2.885,BINARY,BINARY,False,True
755525,full,30.642,dark,75.0,dark,77.885,-47.243,-2.885,BINARY,BINARY,False,True
755526,full,31.498,dark,75.0,dark,77.885,-46.387,-2.885,BINARY,BINARY,False,True
755527,full,32.108,dark,75.0,dark,77.885,-45.777,-2.885,BINARY,BINARY,False,True
755528,full,32.377,dark,75.0,dark,77.885,-45.509,-2.885,BINARY,BINARY,False,True
755529,full,29.702,dark,75.0,dark,77.885,-48.183,-2.885,BINARY,BINARY,False,True
