id,side,off_value,off_bg_type,on_value,on_bg_type,ring_truth,off_err,on_err,off_thresh,on_thresh,crosses_110,value_changed
755529,obv,28.888,dark,75.0,dark,78.944,-50.056,-3.944,BINARY,BINARY,False,True
755529,rev,30.59,dark,75.0,dark,78.952,-48.362,-3.952,BINARY,BINARY,False,True
755530,obv,31.633,dark,75.0,dark,78.944,-47.311,-3.944,BINARY,BINARY,False,True
755530,rev,30.506,dark,75.0,dark,78.952,-48.446,-3.952,BINARY,BINARY,False,True
755531,obv,32.468,dark,75.0,dark,78.944,-46.476,-3.944,BINARY,BINARY,False,True
755531,rev,30.567,dark,75.0,dark,78.952,-48.385,-3.952,BINARY,BINARY,False,True
755532,obv,29.034,dark,75.0,dark,78.944,-49.909,-3.944,BINARY,BINARY,False,True
755532,rev,27.04,dark,75.0,dark,78.952,-51.912,-3.952,BINARY,BINARY,False,True
755533,obv,32.589,dark,75.0,dark,78.944,-46.354,-3.944,BINARY,BINARY,False,True
755533,rev,29.922,dark,75.0,dark,78.952,-49.03,-3.952,BINARY,BINARY,False,True
755534,obv,30.747,dark,75.0,dark,78.944,-48.197,-3.944,BINARY,BINARY,False,True
755534,rev,30.49,dark,75.0,dark,78.952,-48.462,-3.952,BINARY,BINARY,False,True
755535,obv,29.425,dark,75.0,dark,78.944,-49.519,-3.944,BINARY,BINARY,False,True
755535,rev,30.171,dark,75.0,dark,78.952,-48.781,-3.952,BINARY,BINARY,False,True
755536,obv,32.887,dark,75.0,dark,78.944,-46.057,-3.944,BINARY,BINARY,False,True
755536,rev,28.291,dark,75.0,dark,78.952,-50.66,-3.952,BINARY,BINARY,False,True
755537,obv,32.463,dark,75.0,dark,78.944,-46.481,-3.944,BINARY,BINARY,False,True
755537,rev,29.654,dark,75.0,dark,78.952,-49.298,-3.952,BINARY,BINARY,False,True
755538,obv,31.363,dark,75.0,dark,78.944,-47.58,-3.944,BINARY,BINARY,False,True
755538,rev,29.036,dark,75.0,dark,78.952,-49.916,-3.952,BINARY,BINARY,False,True
755539,obv,30.46,dark,75.0,dark,78.944,-48.484,-3.944,BINARY,BINARY,False,True
755539,rev,30.027,dark,75.0,dark,78.952,-48.925,-3.952,BINARY,BINARY,False,True
755540,obv,29.405,dark,75.0,dark,78.944,-49.539,-3.944,BINARY,BINARY,False,True
755540,rev,29.143,dark,75.0,dark,78.952,-49.809,-3.952,BINARY,BINARY,False,True
755541,obv,31.693,dark,75.0,dark,78.944,-47.251,-3.944,BINARY,BINARY,False,True
755541,rev,30.38,dark,75.0,dark,78.952,-48.572,-3.952,BINARY,BINARY,False,True
755542,obv,29.977,dark,75.0,dark,78.944,-48.967,-3.944,BINARY,BINARY,False,True
755542,rev,31.67,dark,75.0,dark,78.952,-47.282,-3.952,BINARY,BINARY,False,True
755543,obv,29.87,dark,75.0,dark,78.944,-49.073,-3.944,BINARY,BINARY,False,True
755543,rev,28.801,dark,75.0,dark,78.952,-50.151,-3.952,BINARY,BINARY,False,True
755544,obv,29.017,dark,75.0,dark,78.944,-49.927,-3.944,BINARY,BINARY,False,True
755544,rev,30.264,dark,75.0,dark,78.952,-48.688,-3.952,BINARY,BINARY,False,True
755545,obv,29.45,dark,75.0,dark,78.944,-49.494,-3.944,BINARY,BINARY,False,True
755545,rev,28.892,dark,75.0,dark,78.952,-50.06,-3.952,BINARY,BINARY,False,True
755546,obv,30.838,dark,75.0,dark,78.944,-48.105,-3.944,BINARY,BINARY,False,True
755546,rev,28.897,dark,75.0,dark,78.952,-50.055,-3.952,BINARY,BINARY,False,True
755547,obv,31.237,dark,75.0,dark,78.944,-47.707,-3.944,BINARY,BINARY,False,True
755547,rev,30.584,dark,75.0,dark,78.952,-48.368,-3.952,BINARY,BINARY,False,True
755548,obv,31.437,dark,75.0,dark,78.944,-47.506,-3.944,BINARY,BINARY,False,True
755548,rev,30.023,dark,75.0,dark,78.952,-48.929,-3.952,BINARY,BINARY,False,True
755549,obv,30.871,dark,75.0,dark,78.944,-48.073,-3.944,BINARY,BINARY,False,True
755549,rev,29.17,dark,75.0,dark,78.952,-49.782,-3.952,BINARY,BINARY,False,True
755553,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755553,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755554,obv,29.027,dark,75.0,dark,78.944,-49.917,-3.944,BINARY,BINARY,False,True
755554,rev,27.872,dark,75.0,dark,78.952,-51.08,-3.952,BINARY,BINARY,False,True
755556,obv,32.357,dark,75.0,dark,78.944,-46.587,-3.944,BINARY,BINARY,False,True
755556,rev,31.218,dark,75.0,dark,78.952,-47.734,-3.952,BINARY,BINARY,False,True
755557,obv,34.274,dark,75.0,dark,78.944,-44.669,-3.944,BINARY,BINARY,False,True
755557,rev,33.767,dark,75.0,dark,78.952,-45.185,-3.952,BINARY,BINARY,False,True
755558,obv,33.536,dark,75.0,dark,78.944,-45.408,-3.944,BINARY,BINARY,False,True
755558,rev,32.819,dark,75.0,dark,78.952,-46.133,-3.952,BINARY,BINARY,False,True
755559,obv,33.16,dark,75.0,dark,78.944,-45.783,-3.944,BINARY,BINARY,False,True
755559,rev,33.0,dark,75.0,dark,78.952,-45.952,-3.952,BINARY,BINARY,False,True
755560,obv,32.081,dark,75.0,dark,78.944,-46.863,-3.944,BINARY,BINARY,False,True
755560,rev,31.473,dark,75.0,dark,78.952,-47.478,-3.952,BINARY,BINARY,False,True
755561,obv,28.986,dark,75.0,dark,78.944,-49.958,-3.944,BINARY,BINARY,False,True
755561,rev,27.774,dark,75.0,dark,78.952,-51.178,-3.952,BINARY,BINARY,False,True
755562,obv,29.938,dark,75.0,dark,78.944,-49.006,-3.944,BINARY,BINARY,False,True
755562,rev,31.193,dark,75.0,dark,78.952,-47.759,-3.952,BINARY,BINARY,False,True
755563,obv,34.3,dark,75.0,dark,78.944,-44.644,-3.944,BINARY,BINARY,False,True
755563,rev,33.445,dark,75.0,dark,78.952,-45.507,-3.952,BINARY,BINARY,False,True
755564,obv,32.42,dark,75.0,dark,78.944,-46.524,-3.944,BINARY,BINARY,False,True
755564,rev,33.598,dark,75.0,dark,78.952,-45.354,-3.952,BINARY,BINARY,False,True
755565,obv,31.115,dark,75.0,dark,78.944,-47.829,-3.944,BINARY,BINARY,False,True
755565,rev,30.734,dark,75.0,dark,78.952,-48.218,-3.952,BINARY,BINARY,False,True
755566,obv,32.506,dark,75.0,dark,78.944,-46.437,-3.944,BINARY,BINARY,False,True
755566,rev,33.548,dark,75.0,dark,78.952,-45.403,-3.952,BINARY,BINARY,False,True
755567,obv,33.625,dark,75.0,dark,78.944,-45.318,-3.944,BINARY,BINARY,False,True
755567,rev,33.723,dark,75.0,dark,78.952,-45.229,-3.952,BINARY,BINARY,False,True
755568,obv,31.214,dark,75.0,dark,78.944,-47.729,-3.944,BINARY,BINARY,False,True
755568,rev,30.897,dark,75.0,dark,78.952,-48.055,-3.952,BINARY,BINARY,False,True
755569,obv,30.454,dark,75.0,dark,78.944,-48.49,-3.944,BINARY,BINARY,False,True
755569,rev,31.655,dark,75.0,dark,78.952,-47.297,-3.952,BINARY,BINARY,False,True
755570,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755570,rev,34.462,dark,75.0,dark,78.952,-44.49,-3.952,BINARY,BINARY,False,True
755571,obv,32.39,dark,75.0,dark,78.944,-46.554,-3.944,BINARY,BINARY,False,True
755571,rev,33.647,dark,75.0,dark,78.952,-45.305,-3.952,BINARY,BINARY,False,True
755572,obv,32.969,dark,75.0,dark,78.944,-45.975,-3.944,BINARY,BINARY,False,True
755572,rev,32.358,dark,75.0,dark,78.952,-46.594,-3.952,BINARY,BINARY,False,True
755573,obv,32.699,dark,75.0,dark,78.944,-46.245,-3.944,BINARY,BINARY,False,True
755573,rev,31.71,dark,75.0,dark,78.952,-47.241,-3.952,BINARY,BINARY,False,True
755574,obv,29.682,dark,75.0,dark,78.944,-49.262,-3.944,BINARY,BINARY,False,True
755574,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755575,obv,30.663,dark,75.0,dark,78.944,-48.28,-3.944,BINARY,BINARY,False,True
755575,rev,30.984,dark,75.0,dark,78.952,-47.968,-3.952,BINARY,BINARY,False,True
755576,obv,32.32,dark,75.0,dark,78.944,-46.624,-3.944,BINARY,BINARY,False,True
755576,rev,31.261,dark,75.0,dark,78.952,-47.69,-3.952,BINARY,BINARY,False,True
755577,obv,29.194,dark,75.0,dark,78.944,-49.749,-3.944,BINARY,BINARY,False,True
755577,rev,30.006,dark,75.0,dark,78.952,-48.946,-3.952,BINARY,BINARY,False,True
755578,obv,32.442,dark,75.0,dark,78.944,-46.502,-3.944,BINARY,BINARY,False,True
755578,rev,32.251,dark,75.0,dark,78.952,-46.701,-3.952,BINARY,BINARY,False,True
755579,obv,33.186,dark,75.0,dark,78.944,-45.758,-3.944,BINARY,BINARY,False,True
755579,rev,31.583,dark,75.0,dark,78.952,-47.369,-3.952,BINARY,BINARY,False,True
755580,obv,29.752,dark,75.0,dark,78.944,-49.192,-3.944,BINARY,BINARY,False,True
755580,rev,29.425,dark,75.0,dark,78.952,-49.526,-3.952,BINARY,BINARY,False,True
755581,obv,32.255,dark,75.0,dark,78.944,-46.689,-3.944,BINARY,BINARY,False,True
755581,rev,31.679,dark,75.0,dark,78.952,-47.273,-3.952,BINARY,BINARY,False,True
755582,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755582,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755583,obv,32.972,dark,75.0,dark,78.944,-45.972,-3.944,BINARY,BINARY,False,True
755583,rev,32.551,dark,75.0,dark,78.952,-46.4,-3.952,BINARY,BINARY,False,True
755584,obv,31.891,dark,75.0,dark,78.944,-47.053,-3.944,BINARY,BINARY,False,True
755584,rev,31.329,dark,75.0,dark,78.952,-47.623,-3.952,BINARY,BINARY,False,True
755585,obv,32.809,dark,75.0,dark,78.944,-46.135,-3.944,BINARY,BINARY,False,True
755585,rev,33.442,dark,75.0,dark,78.952,-45.51,-3.952,BINARY,BINARY,False,True
755586,obv,30.321,dark,75.0,dark,78.944,-48.623,-3.944,BINARY,BINARY,False,True
755586,rev,30.172,dark,75.0,dark,78.952,-48.78,-3.952,BINARY,BINARY,False,True
755587,obv,29.546,dark,75.0,dark,78.944,-49.398,-3.944,BINARY,BINARY,False,True
755587,rev,29.912,dark,75.0,dark,78.952,-49.04,-3.952,BINARY,BINARY,False,True
755588,obv,30.488,dark,75.0,dark,78.944,-48.456,-3.944,BINARY,BINARY,False,True
755588,rev,30.2,dark,75.0,dark,78.952,-48.752,-3.952,BINARY,BINARY,False,True
755589,obv,31.037,dark,75.0,dark,78.944,-47.907,-3.944,BINARY,BINARY,False,True
755589,rev,30.811,dark,75.0,dark,78.952,-48.14,-3.952,BINARY,BINARY,False,True
755590,obv,32.563,dark,75.0,dark,78.944,-46.381,-3.944,BINARY,BINARY,False,True
755590,rev,32.926,dark,75.0,dark,78.952,-46.025,-3.952,BINARY,BINARY,False,True
755591,obv,30.222,dark,75.0,dark,78.944,-48.722,-3.944,BINARY,BINARY,False,True
755591,rev,31.035,dark,75.0,dark,78.952,-47.916,-3.952,BINARY,BINARY,False,True
755592,obv,32.848,dark,75.0,dark,78.944,-46.096,-3.944,BINARY,BINARY,False,True
755592,rev,32.173,dark,75.0,dark,78.952,-46.778,-3.952,BINARY,BINARY,False,True
755593,obv,30.376,dark,75.0,dark,78.944,-48.568,-3.944,BINARY,BINARY,False,True
755593,rev,31.031,dark,75.0,dark,78.952,-47.921,-3.952,BINARY,BINARY,False,True
755594,obv,30.171,dark,75.0,dark,78.944,-48.773,-3.944,BINARY,BINARY,False,True
755594,rev,32.347,dark,75.0,dark,78.952,-46.605,-3.952,BINARY,BINARY,False,True
755595,obv,32.512,dark,75.0,dark,78.944,-46.432,-3.944,BINARY,BINARY,False,True
755595,rev,32.666,dark,75.0,dark,78.952,-46.285,-3.952,BINARY,BINARY,False,True
755596,obv,36.025,dark,75.0,dark,78.944,-42.919,-3.944,BINARY,BINARY,False,True
755596,rev,34.006,dark,75.0,dark,78.952,-44.946,-3.952,BINARY,BINARY,False,True
755597,obv,29.556,dark,75.0,dark,78.944,-49.388,-3.944,BINARY,BINARY,False,True
755597,rev,28.646,dark,75.0,dark,78.952,-50.306,-3.952,BINARY,BINARY,False,True
755598,obv,30.935,dark,75.0,dark,78.944,-48.009,-3.944,BINARY,BINARY,False,True
755598,rev,29.895,dark,75.0,dark,78.952,-49.057,-3.952,BINARY,BINARY,False,True
755599,obv,30.554,dark,75.0,dark,78.944,-48.39,-3.944,BINARY,BINARY,False,True
755599,rev,29.831,dark,75.0,dark,78.952,-49.121,-3.952,BINARY,BINARY,False,True
755600,obv,31.229,dark,75.0,dark,78.944,-47.715,-3.944,BINARY,BINARY,False,True
755600,rev,32.859,dark,75.0,dark,78.952,-46.092,-3.952,BINARY,BINARY,False,True
755601,obv,28.917,dark,75.0,dark,78.944,-50.027,-3.944,BINARY,BINARY,False,True
755601,rev,28.615,dark,75.0,dark,78.952,-50.337,-3.952,BINARY,BINARY,False,True
755602,obv,30.4,dark,75.0,dark,78.944,-48.544,-3.944,BINARY,BINARY,False,True
755602,rev,30.505,dark,75.0,dark,78.952,-48.447,-3.952,BINARY,BINARY,False,True
755603,obv,29.948,dark,75.0,dark,78.944,-48.996,-3.944,BINARY,BINARY,False,True
755603,rev,27.82,dark,75.0,dark,78.952,-51.132,-3.952,BINARY,BINARY,False,True
755604,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755604,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755605,obv,29.246,dark,75.0,dark,78.944,-49.698,-3.944,BINARY,BINARY,False,True
755605,rev,28.759,dark,75.0,dark,78.952,-50.193,-3.952,BINARY,BINARY,False,True
755606,obv,33.439,dark,75.0,dark,78.944,-45.505,-3.944,BINARY,BINARY,False,True
755606,rev,33.093,dark,75.0,dark,78.952,-45.859,-3.952,BINARY,BINARY,False,True
755607,obv,27.664,dark,75.0,dark,78.944,-51.279,-3.944,BINARY,BINARY,False,True
755607,rev,27.617,dark,75.0,dark,78.952,-51.334,-3.952,BINARY,BINARY,False,True
755608,obv,31.098,dark,75.0,dark,78.944,-47.845,-3.944,BINARY,BINARY,False,True
755608,rev,31.798,dark,75.0,dark,78.952,-47.154,-3.952,BINARY,BINARY,False,True
755609,obv,30.28,dark,75.0,dark,78.944,-48.664,-3.944,BINARY,BINARY,False,True
755609,rev,30.391,dark,75.0,dark,78.952,-48.561,-3.952,BINARY,BINARY,False,True
755610,obv,31.336,dark,75.0,dark,78.944,-47.608,-3.944,BINARY,BINARY,False,True
755610,rev,30.407,dark,75.0,dark,78.952,-48.545,-3.952,BINARY,BINARY,False,True
755611,obv,29.692,dark,75.0,dark,78.944,-49.252,-3.944,BINARY,BINARY,False,True
755611,rev,30.468,dark,75.0,dark,78.952,-48.484,-3.952,BINARY,BINARY,False,True
755612,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755612,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755613,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755613,rev,214.724,light,75.0,dark,78.952,135.772,-3.952,INV,BINARY,True,True
755614,obv,213.709,light,75.0,dark,78.944,134.765,-3.944,INV,BINARY,True,True
755614,rev,214.544,light,75.0,dark,78.952,135.593,-3.952,INV,BINARY,True,True
755615,obv,33.076,dark,75.0,dark,78.944,-45.868,-3.944,BINARY,BINARY,False,True
755615,rev,33.481,dark,75.0,dark,78.952,-45.471,-3.952,BINARY,BINARY,False,True
755616,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755616,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755617,obv,215.775,light,75.0,dark,78.944,136.831,-3.944,INV,BINARY,True,True
755617,rev,218.501,light,75.0,dark,78.952,139.549,-3.952,INV,BINARY,True,True
755618,obv,213.977,light,75.0,dark,78.944,135.033,-3.944,INV,BINARY,True,True
755618,rev,213.361,light,75.0,dark,78.952,134.409,-3.952,INV,BINARY,True,True
755619,obv,225.77,light,75.0,dark,78.944,146.826,-3.944,INV,BINARY,True,True
755619,rev,224.06,light,75.0,dark,78.952,145.108,-3.952,INV,BINARY,True,True
755620,obv,29.759,dark,75.0,dark,78.944,-49.184,-3.944,BINARY,BINARY,False,True
755620,rev,31.396,dark,75.0,dark,78.952,-47.555,-3.952,BINARY,BINARY,False,True
755621,obv,32.688,dark,75.0,dark,78.944,-46.256,-3.944,BINARY,BINARY,False,True
755621,rev,31.67,dark,75.0,dark,78.952,-47.282,-3.952,BINARY,BINARY,False,True
755622,obv,29.643,dark,75.0,dark,78.944,-49.3,-3.944,BINARY,BINARY,False,True
755622,rev,27.895,dark,75.0,dark,78.952,-51.057,-3.952,BINARY,BINARY,False,True
755624,obv,27.228,dark,75.0,dark,78.944,-51.716,-3.944,BINARY,BINARY,False,True
755624,rev,31.179,dark,75.0,dark,78.952,-47.773,-3.952,BINARY,BINARY,False,True
755625,obv,31.866,dark,75.0,dark,78.944,-47.078,-3.944,BINARY,BINARY,False,True
755625,rev,34.045,dark,75.0,dark,78.952,-44.907,-3.952,BINARY,BINARY,False,True
755626,obv,33.015,dark,75.0,dark,78.944,-45.929,-3.944,BINARY,BINARY,False,True
755626,rev,31.407,dark,75.0,dark,78.952,-47.545,-3.952,BINARY,BINARY,False,True
755627,obv,29.979,dark,75.0,dark,78.944,-48.965,-3.944,BINARY,BINARY,False,True
755627,rev,30.567,dark,75.0,dark,78.952,-48.385,-3.952,BINARY,BINARY,False,True
755628,obv,29.139,dark,75.0,dark,78.944,-49.805,-3.944,BINARY,BINARY,False,True
755628,rev,31.281,dark,75.0,dark,78.952,-47.671,-3.952,BINARY,BINARY,False,True
755630,obv,31.64,dark,75.0,dark,78.944,-47.304,-3.944,BINARY,BINARY,False,True
755630,rev,30.86,dark,75.0,dark,78.952,-48.092,-3.952,BINARY,BINARY,False,True
755631,obv,32.528,dark,75.0,dark,78.944,-46.415,-3.944,BINARY,BINARY,False,True
755631,rev,32.143,dark,75.0,dark,78.952,-46.809,-3.952,BINARY,BINARY,False,True
755632,obv,31.533,dark,75.0,dark,78.944,-47.411,-3.944,BINARY,BINARY,False,True
755632,rev,31.722,dark,75.0,dark,78.952,-47.229,-3.952,BINARY,BINARY,False,True
755634,obv,32.987,dark,75.0,dark,78.944,-45.956,-3.944,BINARY,BINARY,False,True
755634,rev,32.707,dark,75.0,dark,78.952,-46.245,-3.952,BINARY,BINARY,False,True
755635,obv,30.528,dark,75.0,dark,78.944,-48.415,-3.944,BINARY,BINARY,False,True
755635,rev,30.932,dark,75.0,dark,78.952,-48.02,-3.952,BINARY,BINARY,False,True
755636,obv,31.655,dark,75.0,dark,78.944,-47.289,-3.944,BINARY,BINARY,False,True
755636,rev,32.625,dark,75.0,dark,78.952,-46.327,-3.952,BINARY,BINARY,False,True
755637,obv,30.756,dark,75.0,dark,78.944,-48.188,-3.944,BINARY,BINARY,False,True
755637,rev,31.289,dark,75.0,dark,78.952,-47.663,-3.952,BINARY,BINARY,False,True
755638,obv,29.536,dark,75.0,dark,78.944,-49.408,-3.944,BINARY,BINARY,False,True
755638,rev,30.026,dark,75.0,dark,78.952,-48.926,-3.952,BINARY,BINARY,False,True
755639,obv,30.588,dark,75.0,dark,78.944,-48.356,-3.944,BINARY,BINARY,False,True
755639,rev,31.155,dark,75.0,dark,78.952,-47.797,-3.952,BINARY,BINARY,False,True
755640,obv,31.872,dark,75.0,dark,78.944,-47.071,-3.944,BINARY,BINARY,False,True
755640,rev,30.8,dark,75.0,dark,78.952,-48.152,-3.952,BINARY,BINARY,False,True
755641,obv,29.843,dark,75.0,dark,78.944,-49.101,-3.944,BINARY,BINARY,False,True
755641,rev,29.921,dark,75.0,dark,78.952,-49.031,-3.952,BINARY,BINARY,False,True
755642,obv,31.736,dark,75.0,dark,78.944,-47.208,-3.944,BINARY,BINARY,False,True
755642,rev,31.634,dark,75.0,dark,78.952,-47.318,-3.952,BINARY,BINARY,False,True
755643,obv,30.107,dark,75.0,dark,78.944,-48.837,-3.944,BINARY,BINARY,False,True
755643,rev,30.813,dark,75.0,dark,78.952,-48.138,-3.952,BINARY,BINARY,False,True
755644,obv,33.416,dark,75.0,dark,78.944,-45.528,-3.944,BINARY,BINARY,False,True
755644,rev,32.437,dark,75.0,dark,78.952,-46.514,-3.952,BINARY,BINARY,False,True
755645,obv,31.211,dark,75.0,dark,78.944,-47.733,-3.944,BINARY,BINARY,False,True
755645,rev,31.067,dark,75.0,dark,78.952,-47.885,-3.952,BINARY,BINARY,False,True
755653,obv,29.437,dark,75.0,dark,78.944,-49.507,-3.944,BINARY,BINARY,False,True
755653,rev,29.633,dark,75.0,dark,78.952,-49.318,-3.952,BINARY,BINARY,False,True
755654,obv,215.014,light,75.0,dark,78.944,136.07,-3.944,INV,BINARY,True,True
755654,rev,214.205,light,75.0,dark,78.952,135.253,-3.952,INV,BINARY,True,True
755656,obv,29.112,dark,75.0,dark,78.944,-49.832,-3.944,BINARY,BINARY,False,True
755656,rev,33.995,dark,75.0,dark,78.952,-44.956,-3.952,BINARY,BINARY,False,True
755657,obv,33.788,dark,75.0,dark,78.944,-45.156,-3.944,BINARY,BINARY,False,True
755657,rev,33.781,dark,75.0,dark,78.952,-45.17,-3.952,BINARY,BINARY,False,True
755658,obv,32.696,dark,75.0,dark,78.944,-46.248,-3.944,BINARY,BINARY,False,True
755658,rev,30.395,dark,75.0,dark,78.952,-48.557,-3.952,BINARY,BINARY,False,True
755659,obv,30.905,dark,75.0,dark,78.944,-48.039,-3.944,BINARY,BINARY,False,True
755659,rev,29.595,dark,75.0,dark,78.952,-49.357,-3.952,BINARY,BINARY,False,True
755660,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755660,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755661,obv,31.379,dark,75.0,dark,78.944,-47.564,-3.944,BINARY,BINARY,False,True
755661,rev,30.592,dark,75.0,dark,78.952,-48.36,-3.952,BINARY,BINARY,False,True
755669,obv,33.562,dark,75.0,dark,78.944,-45.382,-3.944,BINARY,BINARY,False,True
755669,rev,32.994,dark,75.0,dark,78.952,-45.958,-3.952,BINARY,BINARY,False,True
755670,obv,33.045,dark,75.0,dark,78.944,-45.899,-3.944,BINARY,BINARY,False,True
755670,rev,30.437,dark,75.0,dark,78.952,-48.515,-3.952,BINARY,BINARY,False,True
755673,obv,30.679,dark,75.0,dark,78.944,-48.265,-3.944,BINARY,BINARY,False,True
755673,rev,31.146,dark,75.0,dark,78.952,-47.806,-3.952,BINARY,BINARY,False,True
755675,obv,32.97,dark,75.0,dark,78.944,-45.974,-3.944,BINARY,BINARY,False,True
755675,rev,32.239,dark,75.0,dark,78.952,-46.713,-3.952,BINARY,BINARY,False,True
755676,obv,31.466,dark,75.0,dark,78.944,-47.478,-3.944,BINARY,BINARY,False,True
755676,rev,32.754,dark,75.0,dark,78.952,-46.198,-3.952,BINARY,BINARY,False,True
755677,obv,32.741,dark,75.0,dark,78.944,-46.203,-3.944,BINARY,BINARY,False,True
755677,rev,32.301,dark,75.0,dark,78.952,-46.651,-3.952,BINARY,BINARY,False,True
755678,obv,33.659,dark,75.0,dark,78.944,-45.285,-3.944,BINARY,BINARY,False,True
755678,rev,31.572,dark,75.0,dark,78.952,-47.379,-3.952,BINARY,BINARY,False,True
755679,obv,31.379,dark,75.0,dark,78.944,-47.565,-3.944,BINARY,BINARY,False,True
755679,rev,30.839,dark,75.0,dark,78.952,-48.113,-3.952,BINARY,BINARY,False,True
755680,obv,32.661,dark,75.0,dark,78.944,-46.283,-3.944,BINARY,BINARY,False,True
755680,rev,33.729,dark,75.0,dark,78.952,-45.222,-3.952,BINARY,BINARY,False,True
755681,obv,32.917,dark,75.0,dark,78.944,-46.027,-3.944,BINARY,BINARY,False,True
755681,rev,32.051,dark,75.0,dark,78.952,-46.9,-3.952,BINARY,BINARY,False,True
755682,obv,32.907,dark,75.0,dark,78.944,-46.037,-3.944,BINARY,BINARY,False,True
755682,rev,33.254,dark,75.0,dark,78.952,-45.698,-3.952,BINARY,BINARY,False,True
755683,obv,33.752,dark,75.0,dark,78.944,-45.192,-3.944,BINARY,BINARY,False,True
755683,rev,34.197,dark,75.0,dark,78.952,-44.755,-3.952,BINARY,BINARY,False,True
755684,obv,30.782,dark,75.0,dark,78.944,-48.162,-3.944,BINARY,BINARY,False,True
755684,rev,31.673,dark,75.0,dark,78.952,-47.279,-3.952,BINARY,BINARY,False,True
755687,obv,31.546,dark,75.0,dark,78.944,-47.398,-3.944,BINARY,BINARY,False,True
755687,rev,31.706,dark,75.0,dark,78.952,-47.246,-3.952,BINARY,BINARY,False,True
755688,obv,32.324,dark,75.0,dark,78.944,-46.619,-3.944,BINARY,BINARY,False,True
755688,rev,32.111,dark,75.0,dark,78.952,-46.84,-3.952,BINARY,BINARY,False,True
755689,obv,30.273,dark,75.0,dark,78.944,-48.671,-3.944,BINARY,BINARY,False,True
755689,rev,32.168,dark,75.0,dark,78.952,-46.784,-3.952,BINARY,BINARY,False,True
755690,obv,29.22,dark,75.0,dark,78.944,-49.723,-3.944,BINARY,BINARY,False,True
755690,rev,31.024,dark,75.0,dark,78.952,-47.928,-3.952,BINARY,BINARY,False,True
755691,obv,35.194,dark,75.0,dark,78.944,-43.749,-3.944,BINARY,BINARY,False,True
755691,rev,35.22,dark,75.0,dark,78.952,-43.731,-3.952,BINARY,BINARY,False,True
755692,obv,32.696,dark,75.0,dark,78.944,-46.247,-3.944,BINARY,BINARY,False,True
755692,rev,33.097,dark,75.0,dark,78.952,-45.855,-3.952,BINARY,BINARY,False,True
755707,obv,32.604,dark,75.0,dark,78.944,-46.34,-3.944,BINARY,BINARY,False,True
755707,rev,31.347,dark,75.0,dark,78.952,-47.605,-3.952,BINARY,BINARY,False,True
755708,obv,32.393,dark,75.0,dark,78.944,-46.551,-3.944,BINARY,BINARY,False,True
755708,rev,31.046,dark,75.0,dark,78.952,-47.905,-3.952,BINARY,BINARY,False,True
755709,obv,35.056,dark,75.0,dark,78.944,-43.888,-3.944,BINARY,BINARY,False,True
755709,rev,96.0,mixed,75.0,dark,78.952,17.048,-3.952,BINARY,BINARY,False,True
755710,obv,251.218,light,251.218,light,201.595,49.623,49.623,INV,INV,False,False
755710,rev,248.784,light,248.784,light,201.131,47.652,47.652,INV,INV,False,False
755711,obv,96.0,mixed,75.0,dark,78.944,17.056,-3.944,BINARY,BINARY,False,True
755711,rev,29.286,dark,75.0,dark,78.952,-49.666,-3.952,BINARY,BINARY,False,True
755712,obv,33.958,dark,75.0,dark,78.944,-44.986,-3.944,BINARY,BINARY,False,True
755712,rev,33.455,dark,75.0,dark,78.952,-45.497,-3.952,BINARY,BINARY,False,True
755713,obv,33.887,dark,75.0,dark,78.944,-45.057,-3.944,BINARY,BINARY,False,True
755713,rev,34.146,dark,75.0,dark,78.952,-44.806,-3.952,BINARY,BINARY,False,True
